cbsa,Education_Total,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree,Graduate or professional degree,Income_Total,"$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more",Occupation_Total,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate, and rental and leasing","Professional, scientific, and management, and administrative, and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",year,metropolitan_area,city,state
39100,432121,54167,121761,128094,74500,53599,225437,8879,16122,21984,34596,26371,17890,16964,11491,332940,2831,26272,29591,8093,39872,16046,8040,18422,32079,87685,25249,15883,22877,120561,62506,81156,1334,67383.0,2008,True,Poughkeepsie-Newburgh-Middletown,NY
39140,155557,17572,44868,57452,21409,14256,88550,5313,7245,8122,8899,5168,2781,1510,1983,93157,2476,11124,5149,1948,15010,2984,1328,3624,6612,21237,13167,4978,3520,25455,20568,27238,518,19378.0,2008,True,Prescott,AZ
10180,100303,16158,28398,32546,16733,6468,59960,3408,5139,6343,5800,2940,1170,1410,1767,71540,2960,5667,4228,1709,7702,4263,1888,4529,3979,21668,4406,4491,4050,24474,12770,17178,881,16237.0,2008,True,Abilene,TX
10420,467320,46391,153844,130303,89217,47565,281731,11549,25684,30535,32300,21632,10287,10738,9805,352939,1479,18277,61522,11998,46598,16332,7335,20726,35350,79474,30122,15131,8595,127428,59521,89796,334,75860.0,2008,True,Akron,OH
10500,102834,20890,34703,30350,10120,6771,60893,3246,3933,6030,5834,2530,2064,1677,1602,68925,1901,3806,8171,3214,7625,4619,396,3749,4781,17711,5725,2314,4913,21402,12911,17139,1445,16028.0,2008,True,Albany,GA
10580,575280,53414,166646,165600,100756,88864,337729,15448,26216,37808,52361,32436,16935,16716,9847,441319,3469,26452,28941,9926,54447,18333,9258,34144,41023,115991,34198,15600,49537,173808,73581,121502,1592,70836.0,2008,True,Albany-Schenectady-Troy,NY
10740,550697,74583,139461,176809,87433,72411,331371,14808,27857,34716,36718,23117,14111,12474,9079,402400,4671,36834,31117,10553,47600,17947,8334,20539,51536,93312,36595,17787,25575,149917,63478,104718,2319,81968.0,2008,True,Albuquerque,NM
10780,100298,17618,36617,28116,13106,4841,55444,2070,4104,6206,6869,3500,1353,1452,956,64206,2314,4917,5451,2071,6684,3525,833,2993,4765,18709,4797,2190,4957,19562,13994,15554,924,14172.0,2008,True,Alexandria,LA
10900,551093,72976,195146,138461,93010,51500,311209,14132,27169,36644,45401,28721,16408,14293,11340,403637,2416,26602,63303,12084,47282,25848,10179,26792,38868,92359,26371,19101,12432,141675,57054,104767,630,99511.0,2008,True,Allentown-Bethlehem-Easton,PA-NJ
11020,88153,10352,41429,21552,11196,3624,50854,2637,4947,4606,5356,2611,966,774,700,58787,470,3635,7717,1516,9157,4905,1577,2607,3381,14355,4752,2118,2597,15884,10558,16217,321,15807.0,2008,True,Altoona,PA
11100,151226,24391,40199,55169,21107,10360,88099,3413,8246,10016,11271,4473,2656,3114,2502,121752,1877,6317,13401,4110,17240,9327,2159,8083,7932,26818,9500,7970,7018,33609,25647,30642,505,31349.0,2008,True,Amarillo,TX
11260,227023,16226,56481,85473,44060,24783,126126,6649,8947,15098,21926,15574,9317,8790,7493,182621,8280,16424,4365,5436,20294,14499,5320,10200,17272,39358,15895,8121,17157,67814,30294,46563,263,37687.0,2008,True,Anchorage,AK
11300,90629,12287,38800,23628,9422,6492,51759,3637,4556,5813,6234,2756,1082,837,466,58177,370,4241,8404,1942,7821,2514,586,2489,5119,12756,6232,2682,3021,16308,11242,14085,13,16529.0,2008,True,Anderson,IN
11340,124363,23032,41635,38143,13958,7595,71728,3540,7336,6897,9055,4446,1379,1798,1554,82492,201,6893,17609,2148,9784,3373,864,3421,5220,19017,6207,4792,2963,26628,11694,20743,129,23298.0,2008,True,Anderson,SC
11460,215061,13647,33791,57322,54440,55861,134797,5837,10250,12646,18395,12310,7405,7733,7204,167288,625,4966,19851,2416,15165,5455,4428,7079,17923,62941,15479,6824,4136,84048,26968,36293,263,19716.0,2008,True,Ann Arbor,MI
11500,76077,14910,25966,23261,6946,4994,46640,2197,3771,4966,5617,2008,1373,747,321,49804,312,2233,7900,1534,5293,4028,859,1516,3546,10037,4234,2684,5628,11991,7704,13064,88,16957.0,2008,True,Anniston-Oxford,AL
11540,144974,11436,51637,44627,27400,9874,86567,4739,9062,10255,13061,7198,3604,2800,2482,120946,1691,7984,29212,3132,13342,6610,3037,7798,10347,20871,8517,5173,3232,37602,16554,30300,649,35841.0,2008,True,Appleton,WI
11700,289618,40295,76567,90127,53862,28767,176138,8915,17042,17617,20289,8016,3985,3468,5260,191548,2293,20617,21832,4806,24927,7627,2412,8796,15210,45512,20132,10699,6685,64134,35424,44786,667,46537.0,2008,True,Asheville,NC
12020,109911,19787,28060,24668,19897,17499,66851,2683,4402,6794,8059,3260,2075,2433,2157,94085,742,4533,7278,1491,13950,2912,1442,2495,7567,30601,11988,4741,4345,34863,18660,23414,241,16907.0,2008,True,Athens-Clarke County,GA
12060,3451368,436777,887202,932926,783662,410801,1891993,79390,156692,216860,256751,174919,99147,103632,108102,2698748,7039,219304,238023,103272,305266,186912,105102,199323,366426,477185,229313,139346,122237,1038558,400794,724394,3898,531104.0,2008,True,Atlanta-Sandy Springs-Marietta,GA
12100,181654,30906,59560,46740,31079,13369,101076,4104,8787,11196,15003,8061,4550,3587,2675,132836,974,8141,3591,3642,14345,4818,1387,6152,8120,27699,40139,4247,9581,36291,43742,32049,650,20104.0,2008,True,Atlantic City-Hammonton,NJ
12220,74638,10721,20478,20402,12786,10251,55986,2980,4437,7020,5380,2738,1450,1557,1577,61939,421,4264,8109,1475,7451,2414,1551,3800,5330,17356,4939,2424,2405,22370,9550,16480,57,13482.0,2008,True,Auburn-Opelika,AL
12260,344080,61936,109275,96850,48136,27883,197783,8630,18173,21090,19540,12696,6022,7274,4515,228050,2554,16398,29780,5085,23480,13045,3946,10731,22594,55454,21168,10992,12823,75018,43014,52442,818,56758.0,2008,True,Augusta-Richmond County,GA-SC
12420,1031439,139380,203594,294521,253101,140843,603680,25464,48278,64894,79597,55793,32922,32812,32925,865003,4871,80959,79501,21071,95430,30418,22789,62492,126282,163421,81332,42197,54240,365948,130241,214824,1106,152884.0,2008,True,Austin-Round Rock,TX
12540,474031,141490,115320,147716,48854,20651,244186,10013,18526,22995,26737,17748,9567,9715,6235,313138,44951,20434,16604,10391,34612,16224,3504,11458,26389,63429,26533,14745,23864,80663,62009,70540,22795,77131.0,2008,True,Bakersfield,CA
12580,1773467,219005,479521,466657,349042,259242,1005383,41143,78692,104141,143712,103620,61483,71991,60996,1371925,5223,98216,87206,37060,141105,63261,32715,100560,172570,329467,103705,70429,130408,575804,216813,350898,2631,225779.0,2008,True,Baltimore-Towson,MD
12620,101438,11077,36349,32006,14633,7373,61463,2643,6064,6557,7172,3631,944,1489,757,76710,2056,4953,5740,2144,11337,4293,1711,3506,4734,22994,6454,3982,2806,24523,14160,19087,665,18275.0,2008,True,Bangor,ME
12700,165670,6430,42100,49036,41332,26772,93027,4250,7302,9805,13197,7488,4497,5131,4909,108687,1048,10581,4462,1877,14175,5539,3314,6641,12503,25556,12155,5629,5207,39049,20110,29326,584,19618.0,2008,True,Barnstable Town,MA
12940,484438,76931,156111,129730,82823,38843,293615,14105,24213,26752,35268,22422,14547,10526,9598,376298,4611,36186,38573,11783,44695,16082,6391,23642,39146,81161,31421,18474,24133,124711,61083,100347,1068,89089.0,2008,True,Baton Rouge,LA
12980,91122,10886,32520,30788,11235,5693,52624,1889,3803,6008,5555,2571,1459,1436,530,61672,917,3480,13041,1169,7763,2421,992,2309,5016,12988,5308,3517,2751,16004,11750,16511,279,17128.0,2008,True,Battle Creek,MI
13020,74349,8663,25199,24966,10011,5510,43344,2572,4499,3781,5177,3479,1225,853,718,50477,784,2789,8197,1017,7432,2164,846,2433,3645,13326,4115,1988,1741,14646,10277,12996,373,12185.0,2008,True,Bay City,MI
13140,248661,41568,86290,79106,29892,11805,146699,6874,11182,15593,19042,10643,4773,5840,3223,163697,2670,18196,21491,3320,17546,8531,1820,8261,15352,36439,12757,9281,8033,48973,27213,38204,670,48637.0,2008,True,Beaumont-Port Arthur,TX
13380,126553,11147,31862,45798,25282,12464,76031,2853,6456,9116,9767,5093,2164,1311,2229,98408,3448,6622,10107,2310,14359,3554,1555,5846,8556,21585,13130,4730,2606,30293,19153,26443,1906,20613.0,2008,True,Bellingham,WA
13460,110687,8445,30274,39429,22333,10206,63383,2464,7027,6799,7777,4480,3132,2000,1910,78396,1599,9947,6335,2383,12020,2704,2501,5620,5752,14444,9067,4084,1940,25601,12687,22451,225,17432.0,2008,True,Bend,OR
13740,102800,8053,34209,32218,20464,7856,60295,2272,5596,7723,6759,4836,1836,1306,2175,81701,2176,5574,5189,4364,11382,5766,1684,5201,7625,17080,7632,4473,3555,24119,14931,23950,133,18568.0,2008,True,Billings,MT
13780,164203,16390,56097,49651,22884,19181,98248,3977,7523,11930,10431,6066,3374,3664,2338,120391,445,5219,18253,4037,14482,5511,1904,5208,9502,36907,8983,4634,5306,43150,21277,30757,254,24953.0,2008,True,Binghamton,NY
13820,742258,109800,219528,218131,126389,68410,432089,20374,40519,40647,49922,34557,16338,15265,16499,526833,5733,41238,51655,24004,65044,29722,14351,41872,49383,117071,38555,27948,20257,177445,76976,152296,464,119652.0,2008,True,Birmingham-Hoover,AL
13900,69764,6528,17757,23159,16469,5851,42273,1770,3435,4985,7413,3108,1742,911,691,61135,1852,4455,2324,1343,7358,4126,732,5027,5201,14045,5590,3629,5453,22805,10764,15893,422,11251.0,2008,True,Bismarck,ND
13980,93548,15065,26614,27062,12524,12283,62291,3595,4499,5846,5732,4392,2242,1145,2082,75956,1447,4859,10422,886,7287,2883,1081,3314,5235,24984,7614,3093,2851,27793,14155,16436,300,17272.0,2008,True,Blacksburg-Christiansburg-Radford,VA
14020,110941,12975,29700,32485,18338,17443,74805,2765,6523,7246,8224,3067,2026,2535,1620,89889,1153,5379,10365,1643,8021,3339,2693,4254,6754,30358,7483,4583,3864,36243,14457,19091,202,19896.0,2008,True,Bloomington,IN
14060,98318,5659,28061,25362,27428,11808,62806,3992,5951,6914,10138,5532,2700,3376,1586,88295,929,3876,6119,1403,9460,3466,1568,19195,7719,22032,6883,3273,2372,35462,15401,24331,337,12764.0,2008,True,Bloomington-Normal,IL
14260,379891,43472,94912,135487,72675,33345,220397,10415,21983,27909,29188,14449,9127,7853,5491,286675,7550,24727,32663,9954,34323,16687,6594,18674,28407,56663,21975,12546,15912,103851,43095,74685,3897,61147.0,2008,True,Boise City-Nampa,ID
14460,3064478,310742,764185,704172,715836,569543,1707169,55794,115289,168767,228529,185547,114689,138304,145249,2409024,6225,135452,230369,57580,259528,89298,67726,212416,343145,622852,186639,104326,93468,1079822,375218,599837,3622,350525.0,2008,True,Boston-Cambridge-Quincy,MA-NH
14500,192109,13979,23455,45136,63629,45910,118434,4494,9092,13432,14601,11330,7515,9432,9647,162271,1404,9117,17768,3868,15088,3276,5462,10022,30535,37033,16516,8113,4069,82758,23857,33754,504,21398.0,2008,True,Boulder,CO
14540,74377,12609,22500,21848,10688,6732,47135,1791,4056,5124,4740,3057,893,858,841,57844,2107,3154,10372,835,7152,2248,805,2041,5664,13107,5609,2835,1915,18309,10628,14388,1103,13416.0,2008,True,Bowling Green,KY
14600,516509,59555,163350,157190,87059,49355,293837,14646,24840,29281,32743,22110,9850,9143,11766,292207,3783,29252,19401,7006,42421,11051,5232,21158,36350,58260,29503,17169,11621,91735,57818,84190,2963,55501.0,2008,True,Bradenton-Sarasota-Venice,FL
14740,162068,12052,38560,66556,28136,16764,93399,4147,7617,11156,12707,9592,5194,4445,3115,106157,458,8813,11809,1279,12842,2636,1932,7308,13318,21523,8960,5888,9391,39679,19891,23933,297,22357.0,2008,True,Bremerton-Silverdale,WA
14860,597212,70904,138844,125661,146694,115109,323987,9609,19641,25611,39515,32529,23517,28535,54709,442829,1285,32369,44743,10558,49032,11644,13301,56777,67751,86620,33435,24697,10617,194494,71433,105224,931,70747.0,2008,True,Bridgeport-Stamford-Norwalk,CT
15180,217801,80187,49383,54423,22092,11716,117559,4472,8620,8224,8960,4483,2205,1736,1545,140246,2742,10796,7710,4788,19660,8154,1276,5409,10047,42103,13294,5417,8850,38989,29693,39878,829,30857.0,2008,True,Brownsville-Harlingen,TX
15380,761404,86137,238226,231931,114492,90618,471545,19379,40666,50215,58335,35724,17156,14263,11439,548828,2848,26070,64397,14941,65751,27574,11898,37886,56744,139256,51431,25780,24252,194674,101120,148628,1232,103174.0,2008,True,Buffalo-Niagara Falls,NY
15500,97751,20231,28045,30632,13448,5395,59882,2553,5718,5751,7223,3642,1736,947,1145,74764,904,5880,13294,1160,9611,2998,1250,3962,6433,16439,5836,3426,3571,21727,11646,20879,149,20363.0,2008,True,Burlington,NC
15540,138686,11303,42254,35688,31156,18285,81777,3259,6994,10430,13376,7931,3405,3322,2918,117219,2256,8025,12760,3006,13435,4584,3074,5324,12464,30030,12016,5094,5151,46322,20693,28708,886,20610.0,2008,True,Burlington-South Burlington,VT
15940,281100,34550,117018,76062,35962,17508,161966,8205,14500,17579,19082,8753,3905,4463,3653,197491,1279,11081,40456,6098,21202,8137,3227,9379,16031,49489,17855,8481,4776,57554,38224,49780,483,51450.0,2008,True,Canton-Massillon,OH
15980,429530,51978,137883,127601,75886,36182,243923,12329,22895,28456,30787,17572,7691,6606,10429,253274,3764,32641,9420,6204,40124,10295,5904,20340,31524,47448,23130,12461,10019,75745,50520,73963,1162,51884.0,2008,True,Cape Coral-Fort Myers,FL
16220,48510,3280,14922,20152,6524,3632,28180,1601,2670,2296,3515,2087,1497,1237,1089,38011,3401,2423,2495,2072,4182,2987,670,2055,3331,8445,2733,1571,1646,11917,6273,9704,136,9981.0,2008,True,Casper,WY
16300,169491,12803,51233,61014,31782,12659,104111,4391,8806,12840,14759,8370,4050,3941,3179,135708,2523,9408,26207,3496,17151,7010,4355,8514,10350,27916,9615,5683,3480,49485,20377,34087,696,31063.0,2008,True,Cedar Rapids,IA
16580,127457,10018,30735,37007,25143,24554,89513,3609,8187,10244,9141,6568,3242,2367,2513,112981,2433,5300,11195,1863,11872,4427,2989,6479,8714,38432,10536,5815,2926,47212,20144,25128,1037,19460.0,2008,True,Champaign-Urbana,IL
16620,212629,33530,81199,53619,25219,19062,128267,7054,11484,11856,14998,6340,4080,2808,2689,130982,6484,7889,6801,3317,17546,9027,4123,6773,13349,28094,10823,6629,10127,44187,23370,35262,254,27909.0,2008,True,Charleston,WV
16700,416870,52255,120175,124808,73342,46290,237004,9971,17791,26328,33688,17598,8920,8829,9532,305488,1612,27913,25740,8649,37217,16554,6367,18856,34742,64240,32277,15451,15870,106102,50246,82514,1087,65539.0,2008,True,Charleston-North Charleston-Summerville,SC
16740,1104830,150244,267706,332922,244033,109925,661392,33526,58502,73791,81154,58728,28273,31064,30741,875932,3780,78521,93717,35216,104119,48379,23232,100134,89310,155654,78835,44296,20739,317368,124492,242593,1696,189783.0,2008,True,Charlotte-Gastonia-Concord,NC-SC
16820,125347,16618,28531,27887,26872,25439,76392,3512,6012,8367,8861,6594,3912,4443,4474,100391,2213,6561,4966,1866,9420,2579,2143,7309,13398,31875,8957,5366,3738,46796,15139,22792,1270,14394.0,2008,True,Charlottesville,VA
16860,353440,57689,103741,109242,54970,27798,203326,9284,17201,21535,24518,12235,6116,5386,5919,247078,1434,17258,34993,6744,27591,16848,4394,19896,20035,54438,21831,12463,9153,83879,45215,62727,370,54887.0,2008,True,Chattanooga,TN-GA
16980,6180960,899061,1564341,1680611,1264885,772062,3421890,139028,267988,364445,469066,323739,193615,196730,206609,4731021,15624,291006,617421,164623,513177,290173,117017,402820,578988,951677,405814,229743,152938,1718795,760914,1237894,6903,1006515.0,2008,True,Chicago-Naperville-Joliet,IL-IN-WI
17020,139326,21782,29875,53319,23892,10458,86438,4186,7379,6766,8196,5520,2502,1964,1652,93117,3662,5722,4976,1223,12644,2916,1785,5505,8697,25116,13133,4716,3022,32100,20642,23090,2063,15222.0,2008,True,Chico,CA
17140,1412068,178020,448364,388475,250620,146589,814608,34446,69512,87632,107792,71274,37364,35784,29313,1077546,4724,65425,161950,33926,128386,60324,19525,81897,114566,224974,99726,45416,36707,382467,175298,289270,2044,228467.0,2008,True,Cincinnati-Middletown,OH-KY-IN
17300,159842,20374,52288,58098,19035,10047,97193,5486,7103,11821,12135,5433,2033,1673,1765,99623,2124,6788,15779,1923,12839,5978,1416,4443,9195,20881,8082,4071,6104,28106,17121,24697,752,28947.0,2008,True,Clarksville,TN-KY
17460,1419796,169971,443374,422737,241407,142307,837158,37021,71013,88149,100071,64846,31259,30217,27853,1012593,4287,52820,158234,34475,108149,46591,22742,83275,102717,232881,83108,45069,38245,352751,175845,264218,1994,217785.0,2008,True,Cleveland-Elyria-Mentor,OH
17660,91409,7202,25356,37970,16163,4718,53060,3184,6126,6523,6260,4093,1479,988,1103,67398,808,8998,6508,2079,8543,3184,1497,4748,5045,12149,9128,2049,2662,18585,13022,17833,147,17811.0,2008,True,Coeur d'Alene,ID
17780,109560,21038,27975,22431,24086,14030,75403,2590,5775,6984,6671,4066,2559,2604,1913,100780,4555,8082,3985,1908,11810,3358,1236,5517,8327,32817,11726,3824,3635,39436,18350,24041,1215,17738.0,2008,True,College Station-Bryan,TX
17820,399008,30723,89829,137792,85399,55265,229554,10287,19943,30132,30893,20597,11836,10305,8837,293703,1267,23764,21149,7132,30928,11003,11202,22212,41324,59498,29365,16754,18105,121078,51645,71451,630,48899.0,2008,True,Colorado Springs,CO
17860,98163,8254,25116,24336,23351,17106,67023,2699,7196,6780,8179,4397,1994,1650,1581,88954,396,4511,5635,1410,10996,2698,2023,6699,5811,32350,8536,4517,3372,37496,15475,22779,184,13020.0,2008,True,Columbia,MO
17900,462806,54628,123794,144833,86610,52941,279991,12535,23729,27913,35432,21871,11071,9713,7377,344758,3480,26441,33789,8397,34309,15247,7590,29738,35846,77498,28806,14177,29440,129240,57561,87024,1422,69511.0,2008,True,Columbia,SC
17980,182615,30326,54019,60519,23631,14120,111089,4507,9349,12530,9644,6212,2622,1896,2490,116631,821,6382,12580,1593,13557,3921,2155,12569,9431,27148,11612,6495,8367,35669,23887,32542,235,24298.0,2008,True,Columbus,GA-AL
18140,1147076,120080,335822,315094,245874,130206,690139,31409,55364,79390,90114,56680,32798,30818,26664,903160,5921,45256,87279,26487,111455,49059,24374,90325,98815,203273,76666,39180,45070,358825,138527,237996,1898,165914.0,2008,True,Columbus,OH
18580,260602,55220,70704,85236,33926,15516,150528,8040,13622,15101,16652,9217,5103,4799,4428,191226,7596,15830,14227,4054,22616,8216,3187,12186,14912,45352,19679,9325,14046,56633,36590,47246,1526,49231.0,2008,True,Corpus Christi,TX
19100,3973080,746027,909808,1141715,799624,375906,2182455,94316,182451,216071,285718,193784,110680,113756,115318,3178276,28779,294882,360345,116877,369032,197601,96705,282135,382361,542897,250211,163818,92633,1099534,474093,859293,5422,739934.0,2008,True,Dallas-Fort Worth-Arlington,TX
19260,74608,18907,22312,23246,6336,3807,45574,2220,3949,4821,3707,2012,734,411,735,47673,248,3358,9035,1203,5927,2191,982,2125,3501,11330,2635,2549,2589,12226,7746,12358,502,14841.0,2008,True,Danville,VA
19340,252466,28638,76762,86199,41226,19641,155411,6873,12860,17167,22623,9520,6104,4543,3670,193878,2830,11748,32779,5489,23992,10294,3057,11344,15598,40561,17707,10318,8161,59534,33358,49482,1131,50373.0,2008,True,Davenport-Moline-Rock Island,IA-IL
19380,558373,62735,174499,182156,85734,53249,338958,16270,29511,36820,42011,23892,11511,13291,6855,399216,1078,20999,61389,9339,45337,19561,7745,19527,40791,97292,36375,19433,20350,138800,70204,102477,604,87131.0,2008,True,Dayton,OH
19460,103287,16445,35500,32936,13899,4507,59319,1800,5745,6397,7948,4354,1497,1686,996,71238,1529,7522,15642,1896,7860,3455,1000,3553,6159,11700,4205,4225,2492,20188,9887,16978,368,23817.0,2008,True,Decatur,AL
19500,72366,9129,24281,24292,9695,4969,45959,2987,3986,4653,6106,2571,765,981,1429,51109,897,3361,9780,1358,6001,3728,1253,1573,3262,12461,3285,2066,2084,15627,8014,13470,226,13772.0,2008,True,Decatur,IL
19660,355521,41263,114008,121322,51752,27176,199936,10202,20943,21900,23984,12410,5009,3786,4020,222550,925,21079,14667,4455,30056,9818,4636,14610,25242,48750,26753,10891,10668,71561,47240,60605,755,42389.0,2008,True,Deltona-Daytona Beach-Ormond Beach,FL
19740,1658579,189334,368251,478933,406268,215793,968100,43851,76511,103483,126240,93769,55130,54220,54359,1345507,13463,117311,96454,49732,152835,72839,54242,115469,197546,225487,127954,63932,58243,525657,216683,347346,1374,254447.0,2008,True,Denver-Aurora,CO
19780,360330,29062,97086,115640,85977,32565,217834,9025,17599,25647,33227,19706,9766,9013,9058,305896,4661,17918,24553,11089,33626,14087,9133,52814,27860,61481,21652,13511,13511,119008,42428,87500,1282,55678.0,2008,True,Des Moines-West Des Moines,IA
19820,2958069,380155,860428,935043,474451,307992,1654052,73319,129955,167808,213165,142153,78277,76837,61791,2009221,5007,92127,370373,56089,231740,89613,44282,128987,224930,427440,179762,93527,65344,709696,354006,523888,1922,419709.0,2008,True,Detroit-Warren-Livonia,MI
