"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14020","Bloomington, IN","183","103","70","10",".",".","136","87","49",".",".","183",".",".","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","24","299","38","4",".","164","102","71",".","77","46","100","136","6"
"17140","Cincinnati, OH-KY-IN","365","137","171","48","9",".","182","112","61",".","31","138","125","71","."
"21140","Elkhart-Goshen, IN","240","160","78","2",".",".","133","71.5","45",".",".","147",".","93","."
"21780","Evansville, IN-KY","365","79","191","78","17",".","200","122","70",".",".","73","170","122","."
"23060","Fort Wayne, IN","365","197","159","9",".",".","126","74","48",".",".","84",".","274","7"
"26540","Huntington, IN","177","124","47","6",".",".","119","74","45",".",".","177",".",".","."
"26900","Indianapolis-Carmel-Anderson, IN","365","77","232","55","1",".","156","107","66",".","1","70","106","188","."
"27540","Jasper, IN","363","223","107","32","1",".","163","96","34",".",".",".","269","94","."
"29020","Kokomo, IN","114","59","55",".",".",".","90","71","48",".",".",".",".","114","."
"29200","Lafayette-West Lafayette, IN","364","194","166","4",".",".","119","74","48",".",".","69",".","295","."
"31140","Louisville/Jefferson County, KY-IN","365","79","206","70","10",".","200","119","66",".","3","88","121","153","."
"33140","Michigan City-La Porte, IN","363","277","79","7",".",".","133","64","34",".",".","154","125","84","."
"34620","Muncie, IN","240","146","88","6",".",".","126","77.5","47",".",".","156",".","84","."
"35220","New Castle, IN","111","63","48",".",".",".","86","73","46",".",".",".",".","111","."
"39980","Richmond, IN","365","292","65","8",".",".","130","71","21",".",".",".","365",".","."
"42980","Seymour, IN","183","115","60","8",".",".","133","84","46",".",".","183",".",".","."
"43780","South Bend-Mishawaka, IN-MI","365","259","98","8",".",".","133","71","39",".","126","161",".","78","."
"45460","Terre Haute, IN","365","223","118","24",".",".","132","90","45",".",".","117","176","72","."
"47180","Vincennes, IN","362","248","107","7",".",".","147","77","39",".",".","282",".","80","."
"47340","Wabash, IN","333","289","43","1",".",".","105","58","34",".",".","333",".",".","."
"47780","Washington, IN","342","273","43","26",".",".","147","89","16",".",".",".","342",".","."
