"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10140","Aberdeen, WA","363","352","11",".",".",".","59","35","16",".",".",".",".","363","."
"13380","Bellingham, WA","354","344","10",".",".",".","62","38","25",".",".","114",".","240","."
"14740","Bremerton-Silverdale, WA","361","321","39","1",".",".","110","52","20",".",".",".",".","361","."
"16500","Centralia, WA","364","344","20",".",".",".","75","44","21",".",".",".",".","364","."
"21260","Ellensburg, WA","354","302","45","6","1",".","152","57","18",".",".",".",".","354","."
"28420","Kennewick-Richland, WA","363","323","39","1",".",".","102","52","22",".",".",".",".","316","47"
"30300","Lewiston, ID-WA","365","333","32",".",".",".","71","49","21",".",".",".",".","365","."
"31020","Longview, WA","363","344","19",".",".",".","78","43","13",".",".",".",".","363","."
"34180","Moses Lake, WA","345","318","27",".",".",".","79","47","20",".",".",".",".","345","."
"34580","Mount Vernon-Anacortes, WA","365","359","6",".",".",".","86","35","27",".","28","205",".","132","."
"36500","Olympia-Tumwater, WA","363","322","40","1",".",".","104","51","29",".",".","151",".","212","."
"36830","Othello, WA","363","351","12",".",".",".","59","35","18",".",".",".",".","363","."
"38820","Port Angeles, WA","365","319","46",".",".",".","76","52","39",".",".","247",".","118","."
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","256","92","14","3",".","152","76","38",".","2","193",".","170","."
"39420","Pullman, WA","363","344","19",".",".",".","70","41","18",".",".",".",".","363","."
"42660","Seattle-Tacoma-Bellevue, WA","365","237","115","12","1",".","152","74","45",".",".","167","2","196","."
"43220","Shelton, WA","360","313","47",".",".",".","81","52.5","25",".",".",".",".","360","."
"44060","Spokane-Spokane Valley, WA","365","230","129","1","5",".","153","72","44","1",".","132",".","210","22"
"47460","Walla Walla, WA","363","319","44",".",".",".","84","52","23",".",".",".",".","264","99"
"48300","Wenatchee, WA","363","265","91","6","1",".","152","71","25",".",".",".",".","363","."
"49420","Yakima, WA","364","264","90","8","2",".","156","72","27",".",".",".",".","364","."
