"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10740","Albuquerque, NM","365","165","196","4",".",".","119","80","52",".","2","252",".","32","79"
"16100","Carlsbad-Artesia, NM","365","245","110","10",".",".","140","80","45",".","2","363",".",".","."
"19700","Deming, NM","360","340","15","5",".",".","136","36","19",".",".",".",".",".","360"
"21580","Espa¤ola, NM","360","269","88","3",".",".","105","65.5","45",".",".","358",".","2","."
"22140","Farmington, NM","365","230","129","6",".",".","133","80","47",".","3","360",".",".","2"
"26020","Hobbs, NM","365","243","118","4",".",".","133","68","45",".","1","275",".","89","."
"29740","Las Cruces, NM","365","131","200","27","4","3","617","100","57",".","1","253",".","32","79"
"31060","Los Alamos, NM","116","116",".",".",".",".","45","20","9",".",".",".",".","116","."
"40740","Roswell, NM","119","115","3","1",".",".","112","33","18",".",".",".",".","119","."
"40760","Ruidoso, NM","111","110","1",".",".",".","51","23","11",".",".",".",".","111","."
"42140","Santa Fe, NM","365","285","80",".",".",".","100","61","44",".",".","353",".","12","."
"45340","Taos, NM","352","344","8",".",".",".","58","28","11.5",".",".",".",".","352","."
