"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14010","Bloomington, IL","364","263","86","15",".",".","140","84","39",".",".","331",".","33","."
"16060","Carbondale-Marion, IL","57","56","1",".",".",".","51","33","22",".",".",".",".",".","57"
"16580","Champaign-Urbana, IL","365","241","102","22",".",".","143","87","43",".",".","290",".","75","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","40","231","68","24","2","208","130","77",".","45","77","77","157","9"
"19340","Davenport-Moline-Rock Island, IA-IL","365","122","214","29",".",".","140","93","58",".",".","111","4","157","93"
"19500","Decatur, IL","365","245","101","19",".",".","136","87","43",".",".","262","63","40","."
"20820","Effingham, IL","215","141","67","7",".",".","119","84","44",".",".","215",".",".","."
"22800","Fort Madison-Keokuk, IA-IL-MO","120","118","2",".",".",".","52","32","19",".",".",".",".",".","120"
"34500","Mount Vernon, IL","216","123","82","11",".",".","136","93","47.5",".",".","196",".","20","."
"36860","Ottawa-Peru, IL","365","297","66","2",".",".","130","58","28",".",".",".",".","105","260"
"37140","Paducah, KY-IL","365","210","128","26","1",".","154","91","46",".","29","178","63","80","15"
"37900","Peoria, IL","365","161","159","41","4",".","173","105","54","11",".","157","143","54","."
"39500","Quincy, IL-MO","365","261","89","15",".",".","122","87","41",".",".","311","23","31","."
"40420","Rockford, IL","365","278","77","10",".",".","135","76","35","14",".","315",".","36","."
"41180","St. Louis, MO-IL","365","17","179","120","47","2","205","159","97",".","4","84","161","79","37"
"44100","Springfield, IL","365","236","104","25",".",".","126","93","43","3",".","272","56","34","."
