"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11620","Ardmore, OK","241","132","74","28","7",".","182","112","48",".",".","241",".",".","."
"22900","Fort Smith, AR-OK","311","190","107","14",".",".","140","87","47",".","2","185",".","80","44"
"30020","Lawton, OK","334","240","69","23","2",".","156","90","42",".",".","307",".","27","."
"32540","McAlester, OK","365","250","98","17",".",".","143","84","42",".",".","323",".","42","."
"33060","Miami, OK","365","265","88","11","1",".","151","80","39",".",".","219",".","39","107"
"34780","Muskogee, OK","356","276","75","5",".",".","109","63","31",".",".",".","90","82","184"
"36420","Oklahoma City, OK","365","195","119","41","10",".","174","115","49",".","34","247",".","84","."
"38620","Ponca City, OK","365","224","109","29","3",".","166","97","46",".",".","222","37","26","80"
"45140","Tahlequah, OK","365","262","89","11","2","1","206","84","41",".","59","224","3","33","46"
"46140","Tulsa, OK","365","134","188","37","4","2","207","105","56",".","4","175","85","99","2"
