"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11700","Asheville, NC","365","217","105","38","5",".","183","105","47",".",".","162","118","85","."
"16740","Charlotte-Concord-Gastonia, NC-SC","365","214","146","5",".",".","115","68","48",".",".","202",".","163","."
"19000","Cullowhee, NC","256","206","50",".",".",".","100","64","44",".",".","197",".","59","."
"20500","Durham-Chapel Hill, NC","365","264","100","1",".",".","110","58","44",".",".","173","2","190","."
"22180","Fayetteville, NC","365","268","97",".",".",".","100","58","43",".",".","156",".","208","1"
"24660","Greensboro-High Point, NC","365","285","79","1",".",".","112","60","42",".",".","201",".","149","15"
"24780","Greenville, NC","365","313","52",".",".",".","87","54","39",".",".","182",".","183","."
"25860","Hickory-Lenoir-Morganton, NC","360","269","91",".",".",".","93","62","43",".",".","189",".","171","."
"28820","Kinston, NC","304","279","25",".",".",".","90","50","35",".",".","238",".",".","66"
"33980","Morehead City, NC","341","330","11",".",".",".","64","46","35",".",".","341",".",".","."
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","365","328","32","5",".",".","117","51","34",".",".","308","57",".","."
"37080","Oxford, NC","243","210","33",".",".",".","93","51","43",".",".","243",".",".","."
"39580","Raleigh, NC","365","242","123",".",".",".","100","61","45",".","2","156",".","207","."
"40580","Rocky Mount, NC","362","319","43",".",".",".","80","51","37",".",".","191",".","171","."
"41820","Sanford, NC","360","276","84",".",".",".","97","58","43",".",".","199",".","161","."
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","365","317","48",".",".",".","97","53","39",".","39","219",".","107","."
"47820","Washington, NC","365","365",".",".",".",".","31","11","1",".",".",".","365",".","."
"48900","Wilmington, NC","365","340","25",".",".",".","67","48","33",".",".","173","12","180","."
"49180","Winston-Salem, NC","365","256","109",".",".",".","100","62","44",".","7","186",".","172","."
