"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"12540","Bakersfield, CA","365","65","160","100","40",".","200","151","84",".","1","209",".","150","5"
"13860","Bishop, CA","365","173","146","33","5","8","13276","105","51",".",".","277",".","36","52"
"17020","Chico, CA","365","149","192","24",".",".","149","90","55",".",".","176",".","189","."
"17340","Clearlake, CA","365","359","6",".",".",".","54","44","34",".",".","364",".","1","."
"18860","Crescent City, CA","120","119","1",".",".",".","54","29","13",".",".",".",".","89","31"
"20940","El Centro, CA","365","192","140","32","1",".","164","93","49","8","56","237",".","57","7"
"21700","Eureka-Arcata-Fortuna, CA","365","306","59",".",".",".","78","55","35","3","3","213",".","145","1"
"23420","Fresno, CA","365","68","174","83","40",".","197","152","80",".",".","186",".","179","."
"25260","Hanford-Corcoran, CA","365","109","174","67","15",".","185","129","71",".",".","199",".","159","7"
"31080","Los Angeles-Long Beach-Anaheim, CA","365","13","231","82","36","3","218","151","80",".","20","159",".","185","1"
"31460","Madera, CA","365","62","225","63","15",".","179","133","71",".",".","140",".","219","6"
"32900","Merced, CA","362","123","179","58","2",".","155","115","64",".","1","176",".","185","."
"33700","Modesto, CA","365","124","170","57","14",".","169","122","64",".",".","191",".","174","."
"34900","Napa, CA","365","243","120","2",".",".","120","66","42","1","9","144",".","209","2"
"37100","Oxnard-Thousand Oaks-Ventura, CA","365","222","127","14","2",".","151","84","47",".","6","331",".","28","."
"39780","Red Bluff, CA","365","195","155","15",".",".","122","84","48",".",".","215",".","149","1"
"39820","Redding, CA","365","266","93","5","1",".","152","71","44",".",".","353",".","11","1"
"40140","Riverside-San Bernardino-Ontario, CA","365","14","177","98","67","9","320","172","96",".","2","178","2","140","43"
"40900","Sacramento--Roseville--Arden-Arcade, CA","365","118","169","56","22",".","182","136","64",".","2","208",".","154","1"
"41500","Salinas, CA","365","335","30",".",".",".","77","49","37",".","5","258",".","76","26"
"41740","San Diego-Carlsbad, CA","365","56","275","30","4",".","169","100","63","1","25","130",".","203","6"
"41860","San Francisco-Oakland-Hayward, CA","365","180","173","12",".",".","147","81","51",".","46","118","1","200","."
"41940","San Jose-Sunnyvale-Santa Clara, CA","365","177","181","7",".",".","138","76","51",".","1","134",".","227","3"
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","365","138","208","19",".",".","133","93","56",".",".","190",".","166","9"
"42100","Santa Cruz-Watsonville, CA","365","340","25",".",".",".","80","47","36",".",".","236",".","129","."
"42200","Santa Maria-Santa Barbara, CA","365","206","156","2","1",".","161","63","49",".","2","173","1","186","3"
"42220","Santa Rosa, CA","365","294","71",".",".",".","95","60","35",".","5","173",".","186","1"
"43760","Sonora, CA","355","259","84","12",".",".","126","84","41",".",".","355",".",".","."
"44700","Stockton-Lodi, CA","365","173","149","36","7",".","156","103","53",".","4","201",".","155","5"
"46020","Truckee-Grass Valley, CA","365","251","93","20","1",".","154","87","43",".",".","340",".","25","."
"46380","Ukiah, CA","361","291","70",".",".",".","80","56","39",".",".","22",".","319","20"
"46700","Vallejo-Fairfield, CA","365","243","113","9",".",".","147","74","43",".","5","205",".","155","."
"47300","Visalia-Porterville, CA","365","68","149","93","55",".","195","159","84",".","1","207",".","157","."
"49700","Yuba City, CA","365","153","191","20","1",".","152","88","54",".","5","142",".","218","."
