"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10420","Akron, OH","365","120","227","18",".",".","140","89","59",".",".","69","9","287","."
"11780","Ashtabula, OH","346","277","51","17","1",".","156","77","35",".",".","214","132",".","."
"11900","Athens, OH","361","286","70","5",".",".","119","67","36",".","31","180","119","31","."
"15340","Bucyrus, OH","280","231","48","1",".",".","112","64","41",".",".","280",".",".","."
"15940","Canton-Massillon, OH","365","145","195","24","1",".","156","92","56","3",".","129",".","233","."
"17140","Cincinnati, OH-KY-IN","365","45","270","46","4",".","172","111","71",".",".","116","21","228","."
"17460","Cleveland-Elyria, OH","365","57","212","91","5",".","161","117","77",".",".","63","120","182","."
"18140","Columbus, OH","365","177","165","22","1",".","156","90","51","1",".","172",".","189","3"
"19380","Dayton, OH","365","133","207","25",".",".","140","90","57",".",".","147",".","218","."
"22300","Findlay, OH","61","61",".",".",".",".","39","34","22",".",".",".",".",".","61"
"26580","Huntington-Ashland, WV-KY-OH","365","136","212","16","1",".","152","87","56",".","5","116","22","222","."
"30620","Lima, OH","365","221","132","11","1",".","153","81","45",".",".","175","4","183","3"
"31930","Marietta, OH","214","130","74","10",".",".","129","90","46",".",".","214",".",".","."
"34540","Mount Vernon, OH","214","154","56","4",".",".","122","74","42",".",".","214",".",".","."
"35420","New Philadelphia-Dover, OH","360","343","15","2",".",".","115","39","14",".",".",".","360",".","."
"39020","Portsmouth, OH","365","301","63","1",".",".","110","57","26",".",".",".","87","106","172"
"41400","Salem, OH","365","357","8",".",".",".","100","30","9",".",".",".","309",".","56"
"44220","Springfield, OH","365","178","177","10",".",".","136","83","51",".",".","141","15","209","."
"45780","Toledo, OH","360","206","146","7","1",".","164","74.5","46",".",".","131",".","196","33"
"47920","Washington Court House, OH","352","277","70","5",".",".","129","67","40",".",".","352",".",".","."
"48260","Weirton-Steubenville, WV-OH","365","121","196","40","8",".","200","105","59",".",".","83","134","146","2"
"48540","Wheeling, WV-OH","365","149","198","18",".",".","140","91","56",".",".","92","64","209","."
"48940","Wilmington, OH","213","115","89","9",".",".","133","87","49",".",".","213",".",".","."
"49660","Youngstown-Warren-Boardman, OH-PA","365","158","190","16","1",".","159","84","53",".",".","169","14","182","."
