"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14020","Bloomington, IN","357","295","59","3",".",".","140","60","36",".",".","163",".","194","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","366","151","187","23","4","1","217","87","54",".","36","119","8","183","20"
"17140","Cincinnati, OH-KY-IN","366","166","182","18",".",".","140","80","53",".","18","134","4","207","3"
"18020","Columbus, IN","366","286","75","5",".",".","105","64","40",".","6","136",".","224","."
"21140","Elkhart-Goshen, IN","358","265","85","8",".",".","131","67","39",".",".","134",".","224","."
"21780","Evansville, IN-KY","366","221","137","7","1",".","151","74","45",".",".","136","27","203","."
"23060","Fort Wayne, IN","366","256","107","3",".",".","119","64","42",".","3","134",".","229","."
"26540","Huntington, IN","180","156","23","1",".",".","105","64","37",".",".","180",".",".","."
"26900","Indianapolis-Carmel-Anderson, IN","366","197","157","12",".",".","143","77","49",".","4","125","1","234","2"
"27540","Jasper, IN","364","338","26",".",".",".","73","45","4",".",".",".","242","120","2"
"29020","Kokomo, IN","325","243","82",".",".",".","81","58","36",".",".",".",".","325","."
"29200","Lafayette-West Lafayette, IN","352","277","73","2",".",".","101","61","38",".",".","156",".","196","."
"31140","Louisville/Jefferson County, KY-IN","366","209","138","18","1",".","151","83","48",".","8","159",".","199","."
"33140","Michigan City-La Porte, IN","244","205","37","2",".",".","112","60","36",".",".","169",".","75","."
"34620","Muncie, IN","230","192","37","1",".",".","115","56.5","39",".",".","154",".","76","."
"35220","New Castle, IN","119","106","13",".",".",".","65","51","28",".",".",".",".","119","."
"39980","Richmond, IN","366","363","2","1",".",".","106","7","4",".",".",".","366",".","."
"42980","Seymour, IN","183","146","35","2",".",".","129","67","40",".",".","183",".",".","."
"43780","South Bend-Mishawaka, IN-MI","364","246","108","10",".",".","129","72","42.5",".","17","150",".","197","."
"45460","Terre Haute, IN","366","236","122","7","1",".","153","71","43",".",".","121","29","216","."
"47180","Vincennes, IN","359","313","42","4",".",".","119","61","35",".",".","359",".",".","."
"47340","Wabash, IN","347","309","33","5",".",".","115","51","35",".",".","347",".",".","."
"47780","Washington, IN","354","351","3",".",".",".","82","21","4",".",".",".","354",".","."
