"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14020","Bloomington, IN","363","260","102",".","1",".","157","61","40",".",".","125",".","238","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","60","284","20","1",".","155","87","62",".","12","48","8","276","21"
"17140","Cincinnati, OH-KY-IN","365","96","249","20",".",".","143","90","59",".","17","89","38","220","1"
"18020","Columbus, IN","365","263","101","1",".",".","108","66","40",".","51","146","47","121","."
"18820","Crawfordsville, IN","149","92","57",".",".",".","77","63","44",".",".",".",".","149","."
"21140","Elkhart-Goshen, IN","360","160","190","10",".",".","126","75","53",".",".","37",".","323","."
"21780","Evansville, IN-KY","365","156","200","9",".",".","109","79","53",".","1","116","32","216","."
"23060","Fort Wayne, IN","365","186","173","6",".",".","147","74","50",".","3","69","2","291","."
"26540","Huntington, IN","176","168","8",".",".",".","80","46","35",".",".","176",".",".","."
"26900","Indianapolis-Carmel-Anderson, IN","365","119","215","30","1",".","191","94","59",".","3","76","80","205","1"
"27540","Jasper, IN","355","278","61","14","2",".","170","71","18",".",".",".","255","100","."
"29020","Kokomo, IN","261","171","90",".",".",".","82","62","43",".",".",".",".","261","."
"29200","Lafayette-West Lafayette, IN","336","228","106","2",".",".","128","64","41",".",".","125",".","211","."
"31140","Louisville/Jefferson County, KY-IN","365","114","219","31","1",".","169","96","58",".","3","71","72","219","."
"33140","Michigan City-La Porte, IN","353","284","64","5",".",".","126","64","35",".",".","170","111","72","."
"34620","Muncie, IN","240","204","35","1",".",".","130","57.5","38",".",".","149",".","91","."
"35220","New Castle, IN","121","88","32","1",".",".","119","60","36",".",".",".",".","121","."
"39980","Richmond, IN","364","364",".",".",".",".","11","9","3",".",".",".","364",".","."
"42980","Seymour, IN","181","147","34",".",".",".","93","58","42",".",".","181",".",".","."
"43780","South Bend-Mishawaka, IN-MI","365","218","143","4",".",".","129","74","46",".","15","133",".","217","."
"45460","Terre Haute, IN","365","164","184","17",".",".","143","84","52",".",".","62","79","224","."
"47180","Vincennes, IN","348","313","35",".",".",".","90","51","34",".",".","348",".",".","."
"47340","Wabash, IN","336","304","30","2",".",".","108","50","35.5",".",".","336",".",".","."
"47780","Washington, IN","334","285","32","15","2",".","195","70","6.5",".",".",".","334",".","."
