"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"22380","Flagstaff, AZ","365","259","105","1",".",".","105","71","45",".",".","354",".","11","."
"29420","Lake Havasu City-Kingman, AZ","355","349","6",".",".",".","86","30","17",".",".",".",".","39","316"
"35700","Nogales, AZ","365","276","85","2","2",".","186","61","33",".",".",".",".","191","174"
"37740","Payson, AZ","365","69","155","120","21",".","200","130","84",".",".","92","256",".","17"
"38060","Phoenix-Mesa-Scottsdale, AZ","365","32","238","82","11","2","365","123","84",".","8","137",".","60","160"
"39140","Prescott, AZ","340","231","104","5",".",".","119","74","46",".",".","326",".","14","."
"43320","Show Low, AZ","365","279","85","1",".",".","101","64","44",".",".","349",".",".","16"
"43420","Sierra Vista-Douglas, AZ","365","255","108","2",".",".","111","71","44",".",".","296",".","12","57"
"46060","Tucson, AZ","365","145","213","7",".",".","122","80","53",".",".","198",".","40","127"
"49740","Yuma, AZ","365","241","110","12","1","1","235","72","45",".",".","205",".","55","105"
