"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13980","Blacksburg-Christiansburg-Radford, VA","351","264","81","6",".",".","115","71","40",".",".","351",".",".","."
"16820","Charlottesville, VA","58","58",".",".",".",".","44","31","18.5",".",".",".",".",".","58"
"25500","Harrisonburg, VA","364","363","1",".",".",".","55","35","23",".","290",".","52",".","22"
"28700","Kingsport-Bristol-Bristol, TN-VA","365","111","159","87","8",".","182","117","72",".","15","115","187","48","."
"31340","Lynchburg, VA","115","64","51",".",".",".","91","72","46",".",".",".",".","115","."
"40060","Richmond, VA","365","137","194","25","9",".","179","100","57",".","51","108","58","148","."
"40220","Roanoke, VA","365","232","118","15",".",".","143","83","43","2","98","167","9","88","1"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","365","158","186","20","1",".","164","90","53","2",".","117","39","207","."
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","365","140","169","35","18","3","221","115","57","1","40","153","18","151","2"
"49020","Winchester, VA-WV","240","180","52","7","1",".","156","77","43",".",".","205",".",".","35"
