"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11940","Athens, TN","119","101","17",".","1",".","167","52","32",".",".",".",".","119","."
"16860","Chattanooga, TN-GA","359","227","127","2","3",".","177","67","47",".",".","196",".","163","."
"17300","Clarksville, TN-KY","364","297","67",".",".",".","90","58","40",".",".","242","6","116","."
"18260","Cookeville, TN","122","114","8",".",".",".","88","48","29",".",".",".",".","122","."
"20540","Dyersburg, TN","96","94","2",".",".",".","56","43","25",".",".",".",".","96","."
"27180","Jackson, TN","115","108","7",".",".",".","59","43","28",".",".",".",".","115","."
"28700","Kingsport-Bristol-Bristol, TN-VA","366","230","111","24","1",".","155","91","45","1","23","173","147","22","."
"28940","Knoxville, TN","366","197","155","11","3",".","169","84","49",".",".","246","1","108","11"
"29980","Lawrenceburg, TN","116","111","5",".",".",".","82","47","26",".",".",".",".","116","."
"32820","Memphis, TN-MS-AR","366","261","97","7","1",".","159","67","43.5",".","8","232",".","126","."
"34100","Morristown, TN","239","158","79","2",".",".","133","74","47",".",".","239",".",".","."
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","366","233","127","6",".",".","126","64","45",".","30","153",".","183","."
"42940","Sevierville, TN","358","297","58","3",".",".","112","58","44",".",".","358",".",".","."
