"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11620","Ardmore, OK","255","164","73","15","3",".","161","87","45",".",".","221",".","34","."
"21420","Enid, OK","62","42","20",".",".",".","86","61","38",".",".",".",".","62","."
"22900","Fort Smith, AR-OK","116","48","65","3",".",".","115","74","55",".",".",".",".","116","."
"30020","Lawton, OK","365","277","69","19",".",".","150","87","39",".",".","343",".","22","."
"32540","McAlester, OK","357","254","98","5",".",".","115","77","43",".",".","293",".","61","3"
"33060","Miami, OK","365","234","116","15",".",".","140","87","44",".","40","242",".","28","55"
"34780","Muskogee, OK","359","270","84","5",".",".","112","65","34",".",".",".","78","98","183"
"36420","Oklahoma City, OK","365","182","150","30","3",".","172","100","51",".","34","206",".","124","1"
"38620","Ponca City, OK","365","225","115","25",".",".","150","93","46",".",".","235","52","41","37"
"45140","Tahlequah, OK","365","252","101","12",".",".","133","80","44",".","46","265","5","27","22"
"46140","Tulsa, OK","365","121","195","42","7",".","177","105","58",".","1","154","107","102","1"
"48220","Weatherford, OK","25","24","1",".",".",".","51","30","17",".",".",".",".",".","25"
