"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11180","Ames, IA","213","200","13",".",".",".","71","48","38",".",".","213",".",".","."
"16300","Cedar Rapids, IA","366","204","154","8",".",".","136","77","48",".",".","106","32","228","."
"17540","Clinton, IA","366","193","169","4",".",".","138","72","49",".",".","99","2","265","."
"19340","Davenport-Moline-Rock Island, IA-IL","366","161","200","4","1",".","155","76","52",".","1","61","1","247","56"
"19780","Des Moines-West Des Moines, IA","366","232","133","1",".",".","113","67","45",".","10","101",".","254","1"
"22800","Fort Madison-Keokuk, IA-IL-MO","118","71","47",".",".",".","90","65","43",".",".",".",".","118","."
"26980","Iowa City, IA","348","234","112","2",".",".","120","65","38",".",".",".",".","342","6"
"32380","Mason City, IA","366","324","42",".",".",".","75","53","26",".",".",".",".",".","366"
"34700","Muscatine, IA","360","199","125","30","6",".","190","99","46",".",".",".","73","278","9"
"36540","Omaha-Council Bluffs, NE-IA","366","44","309","13",".",".","127","89","66",".",".","6","22","279","59"
"43580","Sioux City, IA-NE-SD","125","92","32","1",".",".","106","61","36",".",".",".",".","115","10"
"47940","Waterloo-Cedar Falls, IA","270","211","57","2",".",".","115","61","41",".",".","186",".","76","8"
