"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10420","Akron, OH","365","268","97",".",".",".","97","60","40",".",".","180",".","185","."
"11780","Ashtabula, OH","365","332","31","2",".",".","143","50","34",".",".","245","120",".","."
"11900","Athens, OH","59","56","3",".",".",".","56","44","26",".",".",".",".","59","."
"15940","Canton-Massillon, OH","365","250","113","2",".",".","119","64","44","5",".","177",".","183","."
"17140","Cincinnati, OH-KY-IN","365","171","184","10",".",".","129","78","52",".","12","129","5","219","."
"17460","Cleveland-Elyria, OH","365","208","150","7",".",".","147","74","46","1","7","176","9","168","4"
"18140","Columbus, OH","365","282","80","3",".",".","112","61","42",".","27","196",".","139","3"
"19380","Dayton, OH","365","257","105","3",".",".","108","64","43",".",".","207",".","158","."
"26580","Huntington-Ashland, WV-KY-OH","365","285","76","3","1",".","159","58","42",".",".","157",".","208","."
"30620","Lima, OH","365","316","48","1",".",".","112","54","37",".",".","231",".","134","."
"31930","Marietta, OH","245","219","26",".",".",".","97","51","41",".",".","245",".",".","."
"34540","Mount Vernon, OH","245","223","22",".",".",".","100","50","38",".",".","245",".",".","."
"38580","Point Pleasant, WV-OH","365","353","11","1",".",".","101","36","9",".",".",".","365",".","."
"39020","Portsmouth, OH","365","358","7",".",".",".","67","30","13",".",".",".","28","96","241"
"41400","Salem, OH","365","365",".",".",".",".","26","13","3",".",".",".","304",".","61"
"44220","Springfield, OH","365","266","97","2",".",".","105","63","41",".",".","174",".","191","."
"45780","Toledo, OH","365","282","79","4",".",".","126","64","41",".",".","190","3","172","."
"47920","Washington Court House, OH","357","326","30","1",".",".","115","49","35",".",".","357",".",".","."
"48260","Weirton-Steubenville, WV-OH","365","184","180","1",".",".","110","69","50",".",".","94","15","256","."
"48540","Wheeling, WV-OH","365","211","154",".",".",".","87","65","48",".",".","86",".","278","1"
"48940","Wilmington, OH","245","206","36","3",".",".","143","61","42",".",".","245",".",".","."
"49660","Youngstown-Warren-Boardman, OH-PA","365","191","170","4",".",".","115","67","50",".",".","106",".","259","."
