"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10540","Albany, OR","365","266","99",".",".",".","87","61","26",".",".",".",".","365","."
"13460","Bend-Redmond, OR","365","347","18",".",".",".","84","47","30",".",".","147",".","218","."
"18700","Corvallis, OR","364","347","17",".",".",".","68","37","15",".",".",".",".","364","."
"21660","Eugene, OR","365","255","105","5",".",".","127","68","38",".",".","118",".","246","1"
"24420","Grants Pass, OR","365","328","36","1",".",".","103","51","22",".",".",".",".","365","."
"25840","Hermiston-Pendleton, OR","365","279","86",".",".",".","93","61","37",".",".","149",".","213","3"
"28900","Klamath Falls, OR","363","274","85","4",".",".","143","67","26",".",".",".",".","363","."
"29260","La Grande, OR","365","307","57","1",".",".","106","56","25",".",".",".",".","362","3"
"32780","Medford, OR","365","297","68",".",".",".","93","58","36",".",".","148",".","216","1"
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","294","68","2","1",".","172","60","35",".","4","185",".","176","."
"39260","Prineville, OR","359","304","54","1",".",".","102","56","20",".",".",".",".","359","."
"40700","Roseburg, OR","363","348","15",".",".",".","64","41","21",".",".",".",".","363","."
"41420","Salem, OR","365","326","38","1",".",".","126","52","27",".",".","133",".","232","."
"45520","The Dalles, OR","365","321","43","1",".",".","104","52","19",".",".",".",".","365","."
