"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10420","Akron, OH","365","143","148","65","8","1","202","120","59","4",".","139","141","81","."
"11780","Ashtabula, OH","362","279","53","23","7",".","197","90","34",".",".","207","155",".","."
"11900","Athens, OH","61","31","26","3","1",".","194","90","50",".",".",".",".","61","."
"15340","Bucyrus, OH","342","266","53","23",".",".","147","80","36",".",".","342",".",".","."
"15940","Canton-Massillon, OH","361","213","114","30","3","1","201","97","45","100",".","166",".","95","."
"17140","Cincinnati, OH-KY-IN","365","98","157","88","19","3","208","139","73",".","28","112","165","60","."
"17460","Cleveland-Elyria, OH","365","83","162","99","20","1","214","134","76","1","12","91","165","73","23"
"18140","Columbus, OH","365","196","119","43","6","1","201","112","48","10",".","175","37","76","67"
"19380","Dayton, OH","365","200","125","38","2",".","174","101","47","97",".","180",".","88","."
"22300","Findlay, OH","61","61",".",".",".",".","42","32","23",".",".",".",".",".","61"
"26580","Huntington-Ashland, WV-KY-OH","365","143","186","34","2",".","173","100","57",".","26","135","114","89","1"
"30620","Lima, OH","358","265","70","21","2",".","159","87","33",".",".","209","127",".","22"
"31930","Marietta, OH","234","140","64","24","6",".","179","108","48",".",".","211",".",".","23"
"34540","Mount Vernon, OH","213","128","66","17","2",".","190","100","46",".",".","213",".",".","."
"35420","New Philadelphia-Dover, OH","349","287","58","3","1",".","200","59","30",".",".",".","349",".","."
"38580","Point Pleasant, WV-OH","345","293","41","10","1",".","154","64","23",".",".",".","345",".","."
"39020","Portsmouth, OH","365","224","136","5",".",".","133","79","43",".",".",".","125","99","141"
"41400","Salem, OH","357","266","69","22",".",".","149","85","24",".",".",".","315",".","42"
"44220","Springfield, OH","365","218","117","25","5",".","177","93","45",".",".","181","110","74","."
"45780","Toledo, OH","365","184","141","34","5","1","203","105","49",".",".","146","92","73","54"
"47920","Washington Court House, OH","353","261","64","26","2",".","156","93","38",".",".","353",".",".","."
"48260","Weirton-Steubenville, WV-OH","365","43","152","150","20",".","200","136","93","1",".","46","290","28","."
"48540","Wheeling, WV-OH","365","98","159","98","10",".","200","123","74",".",".","97","227","41","."
"48940","Wilmington, OH","214","113","65","33","3",".","179","119","49",".",".","214",".",".","."
"49660","Youngstown-Warren-Boardman, OH-PA","365","129","189","40","7",".","177","110","58",".",".","148","33","184","."
