"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11940","Athens, TN","355","337","12","6",".",".","123","30","14",".","256",".","55",".","44"
"16860","Chattanooga, TN-GA","365","181","180","3","1",".","154","73","51",".",".","98",".","267","."
"17300","Clarksville, TN-KY","365","281","82","2",".",".","136","61","40",".",".","280","14","71","."
"17420","Cleveland, TN","323","301","11","11",".",".","132","41","18",".","78",".","207",".","38"
"27180","Jackson, TN","52","52",".",".",".",".","32","20","11",".",".",".",".",".","52"
"28700","Kingsport-Bristol-Bristol, TN-VA","365","198","122","45",".",".","144","104","48","1","33","138","159","34","."
"28940","Knoxville, TN","365","213","130","21","1",".","152","86","46",".",".","258","41","58","8"
"29980","Lawrenceburg, TN","61","44","17",".",".",".","64","56","42",".",".",".",".","61","."
"32820","Memphis, TN-MS-AR","365","173","183","9",".",".","143","74","52",".","4","108",".","253","."
"34100","Morristown, TN","239","190","47","2",".",".","140","67","40",".",".","239",".",".","."
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","365","206","156","3",".",".","140","71","47",".","10","116",".","239","."
"42940","Sevierville, TN","365","239","121","5",".",".","112","74","47",".",".","365",".",".","."
