"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10740","Albuquerque, NM","365","77","261","24","1","2","212","97","63",".","7","168",".","25","165"
"16100","Carlsbad-Artesia, NM","365","263","79","22","1",".","161","87","44",".","1","353","1","10","."
"19700","Deming, NM","199","196","3",".",".",".","65","44","35",".","4","154",".",".","41"
"21580","Espa¤ola, NM","111","111",".",".",".",".","47","18","8",".",".",".",".","111","."
"22140","Farmington, NM","365","185","156","23","1",".","154","93","50",".","56","264","35","10","."
"26020","Hobbs, NM","361","264","90","7",".",".","129","80","42",".","33","295",".","31","2"
"29740","Las Cruces, NM","365","124","202","27","7","5","396","101","58",".","5","184",".","31","145"
"31060","Los Alamos, NM","116","116",".",".",".",".","33","20","10",".",".",".",".","116","."
"40740","Roswell, NM","126","122","4",".",".",".","64","41","24",".",".",".",".","115","11"
"40760","Ruidoso, NM","102","101","1",".",".",".","59","25","13",".",".",".",".","102","."
"42140","Santa Fe, NM","365","364","1",".",".",".","59","26","15","29",".",".",".","328","8"
"43500","Silver City, NM","360","305","53","2",".",".","112","57","42",".",".","343","2","11","4"
"45340","Taos, NM","352","326","26",".",".",".","68","49","22",".",".",".",".","207","145"
