"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14500","Boulder, CO","365","256","99","10",".",".","147","74","44","1",".","331",".","32","1"
"14720","Breckenridge, CO","323","318","5",".",".",".","74","32","13",".",".",".",".",".","323"
"15860","Ca¤on City, CO","59","59",".",".",".",".","35","25","13",".",".",".",".",".","59"
"17820","Colorado Springs, CO","365","295","69","1",".",".","101","58","43",".",".","358",".","7","."
"19740","Denver-Aurora-Lakewood, CO","365","171","179","14","1",".","151","84","51",".","50","247","2","51","15"
"20420","Durango, CO","365","255","104","6",".",".","125","67","46",".","12","350",".",".","3"
"22660","Fort Collins, CO","365","223","134","8",".",".","140","80","48",".",".","358",".","7","."
"22820","Fort Morgan, CO","132","105","27",".",".",".","80","58","46",".",".","132",".",".","."
"24060","Glenwood Springs, CO","365","202","157","5","1",".","151","74","50",".",".","361",".",".","4"
"24300","Grand Junction, CO","365","230","129","5","1",".","153","71","47",".",".","274",".","32","59"
"24540","Greeley, CO","365","277","86","2",".",".","108","68","43","13",".","311",".","40","1"
"39380","Pueblo, CO","201","150","51",".",".",".","90","66","44",".",".","110",".","57","34"
"44460","Steamboat Springs, CO","350","331","19",".",".",".","65","45.5","17",".",".",".",".",".","350"
"44540","Sterling, CO","113","81","32",".",".",".","90","64","47",".",".","113",".",".","."
