"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"15980","Cape Coral-Fort Myers, FL","365","308","57",".",".",".","90","54","38",".",".","229",".","136","."
"18880","Crestview-Fort Walton Beach-Destin, FL","363","322","39","2",".",".","112","51","35",".",".","363",".",".","."
"19660","Deltona-Daytona Beach-Ormond Beach, FL","365","283","80","1","1",".","153","58","40",".",".","223",".","142","."
"23540","Gainesville, FL","356","252","102","2",".",".","109","62","41",".",".","179",".","177","."
"26140","Homosassa Springs, FL","116","110","6",".",".",".","84","45","27",".",".",".",".","116","."
"27260","Jacksonville, FL","365","230","114","17","4",".","176","84","45","2",".","211","72","80","."
"29380","Lake City, FL","365","250","114","1",".",".","112","64","43",".",".","155",".","210","."
"29460","Lakeland-Winter Haven, FL","362","270","89","2","1",".","151","63","41",".",".","214",".","148","."
"33100","Miami-Fort Lauderdale-West Palm Beach, FL","365","242","114","8","1",".","170","65","45",".","2","121",".","242","."
"34940","Naples-Immokalee-Marco Island, FL","365","306","57","2",".",".","110","54","38",".",".","167",".","198","."
"35840","North Port-Sarasota-Bradenton, FL","365","266","92","7",".",".","143","64","44",".",".","177",".","188","."
"36100","Ocala, FL","365","266","95","4",".",".","119","64","41",".",".","207",".","158","."
"36740","Orlando-Kissimmee-Sanford, FL","365","240","113","12",".",".","136","71","45",".",".","190",".","175","."
"37260","Palatka, FL","365","360","5",".",".",".","77","31","17",".",".",".","40",".","325"
"37340","Palm Bay-Melbourne-Titusville, FL","365","288","75","2",".",".","105","58","41",".",".","225",".","140","."
"37460","Panama City, FL","364","265","96","3",".",".","105","64","42",".",".","179",".","185","."
"37860","Pensacola-Ferry Pass-Brent, FL","365","219","127","19",".",".","147","77","45",".",".","200","2","163","."
"38940","Port St. Lucie, FL","365","291","74",".",".",".","100","56","40",".",".","227",".","138","."
"42680","Sebastian-Vero Beach, FL","346","316","30",".",".",".","87","49","38",".",".","346",".",".","."
"42700","Sebring, FL","358","330","28",".",".",".","90","50","34",".",".","358",".",".","."
"45220","Tallahassee, FL","365","212","146","6","1",".","157","77","48",".",".","145",".","220","."
"45300","Tampa-St. Petersburg-Clearwater, FL","365","209","134","22",".",".","143","87","48",".",".","169","34","160","2"
