"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11540","Appleton, WI","349","300","47","2",".",".","108","55","33",".",".","172",".","177","."
"12660","Baraboo, WI","366","328","37","1",".",".","101","51","32",".",".","181",".","181","4"
"13180","Beaver Dam, WI","366","311","52","3",".",".","148","56","36",".",".","268",".","98","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","366","151","187","23","4","1","217","87","54",".","36","119","8","183","20"
"20260","Duluth, MN-WI","366","340","25","1",".",".","128","45","33",".",".","280",".","78","8"
"20740","Eau Claire, WI","359","317","42",".",".",".","84","52","35",".",".","131",".","228","."
"22540","Fond du Lac, WI","189","165","21","3",".",".","108","58","38",".",".","189",".",".","."
"24580","Green Bay, WI","366","305","56","5",".",".","136","58","35",".",".","166",".","200","."
"27500","Janesville-Beloit, WI","187","159","23","5",".",".","119","61","39",".",".","187",".",".","."
"29100","La Crosse-Onalaska, WI-MN","355","317","38",".",".",".","87","52","32",".",".","169",".","186","."
"31540","Madison, WI","366","298","65","3",".",".","108","60","38",".",".","164","5","195","2"
"31820","Manitowoc, WI","188","160","21","7",".",".","147","67","37",".",".","188",".",".","."
"33340","Milwaukee-Waukesha-West Allis, WI","366","254","103","8","1",".","185","67","42",".","11","192",".","162","1"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","366","217","144","4","1",".","151","69","46",".","6","91","1","127","141"
"38420","Platteville, WI","281","251","30",".",".",".","78","52","29",".",".",".",".","281","."
"39540","Racine, WI","197","153","35","8","1",".","169","77","42",".",".","197",".",".","."
"43100","Sheboygan, WI","203","166","25","10","2",".","164","67","39",".",".","203",".",".","."
"48020","Watertown-Fort Atkinson, WI","201","176","21","4",".",".","108","61","40",".",".","201",".",".","."
"48140","Wausau, WI","192","176","16",".",".",".","100","49","35",".",".","192",".",".","."
"48580","Whitewater-Elkhorn, WI","188","161","22","5",".",".","115","61","38",".",".","188",".",".","."
