"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11940","Athens, TN","365","266","88","11",".",".","130","74","30",".","185",".","74","100","6"
"15140","Brownsville, TN","120","97","21","2",".",".","122","67","39",".","1","116","3",".","."
"16860","Chattanooga, TN-GA","362","108","198","52","4",".","195","108","61",".",".","145",".","217","."
"17300","Clarksville, TN-KY","365","155","155","48","7",".","166","115","55",".",".","192","19","154","."
"17420","Cleveland, TN","364","334","29","1",".",".","123","46","23",".","230",".","107",".","27"
"18260","Cookeville, TN","325","181","128","15","1",".","161","93","48",".","1","267","4","53","."
"20540","Dyersburg, TN","118","76","40","2",".",".","122","74","43.5",".",".",".",".","118","."
"27180","Jackson, TN","122","67","51","4",".",".","125","78","44.5",".",".",".",".","118","4"
"28700","Kingsport-Bristol-Bristol, TN-VA","365","94","157","102","12",".","200","120","77",".","13","123","200","29","."
"28940","Knoxville, TN","365","36","198","110","20","1","215","140","85",".",".","158","124","80","3"
"29980","Lawrenceburg, TN","277","130","119","28",".",".","147","101","54",".",".","199",".","78","."
"32820","Memphis, TN-MS-AR","365","113","196","51","4","1","203","119","60",".","3","124","25","213","."
"34100","Morristown, TN","245","103","110","29","3",".","159","105","61",".",".","245",".",".","."
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","365","113","181","59","12",".","197","116","60",".","10","154","6","195","."
"42940","Sevierville, TN","363","165","134","52","12",".","166","122","58",".",".","361","2",".","."
