"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11100","Amarillo, TX","365","310","55",".",".",".","87","54","40",".",".","324",".","41","."
"12420","Austin-Round Rock, TX","365","242","118","5",".",".","133","72","44",".",".","215",".","148","2"
"13140","Beaumont-Port Arthur, TX","365","190","155","16","4",".","200","84","49",".","1","143","53","168","."
"15180","Brownsville-Harlingen, TX","365","239","126",".",".",".","88","68","44",".",".","107",".","255","3"
"18580","Corpus Christi, TX","365","251","112","2",".",".","108","66","43",".",".","165",".","200","."
"18620","Corsicana, TX","197","131","66",".",".",".","97","71","42",".","1","97","2","97","."
"19100","Dallas-Fort Worth-Arlington, TX","365","159","155","40","11",".","187","112","53",".","26","187",".","150","2"
"20580","Eagle Pass, TX","345","277","68",".",".",".","80","58","32",".",".",".",".","345","."
"21340","El Paso, TX","365","141","213","11",".",".","133","82","54",".","18","167",".","173","7"
"26420","Houston-The Woodlands-Sugar Land, TX","365","97","234","22","10","2","205","100","58",".","14","106","29","208","8"
"28660","Killeen-Temple, TX","201","181","18","2",".",".","112","50","36",".",".","201",".",".","."
"28780","Kingsville, TX","322","219","103",".",".",".","90","62","40",".",".",".",".","322","."
"29700","Laredo, TX","365","257","108",".",".",".","89","64","41","3",".","134",".","208","20"
"30980","Longview, TX","365","303","56","6",".",".","126","64","36",".","7","333","25",".","."
"31180","Lubbock, TX","340","313","26","1",".",".","114","47","28",".",".",".",".","340","."
"32220","Marshall, TX","365","279","84","2",".",".","112","61","39",".","1","188",".","176","."
"32580","McAllen-Edinburg-Mission, TX","365","234","131",".",".",".","87","67","45",".",".","127",".","238","."
"36220","Odessa, TX","365","331","34",".",".",".","78","50","31",".",".",".",".","365","."
"41700","San Antonio-New Braunfels, TX","365","211","146","7","1",".","161","75","48",".","21","151","2","190","1"
"45500","Texarkana, TX-AR","57","38","19",".",".",".","71","63","38",".",".",".",".","57","."
"46340","Tyler, TX","364","297","62","5",".",".","143","61","38",".","7","357",".",".","."
"47020","Victoria, TX","351","324","25","2",".",".","119","48","31",".",".","351",".",".","."
"47380","Waco, TX","365","254","106","5",".",".","143","71","42","2","2","228",".","133","."
"48660","Wichita Falls, TX","363","339","24",".",".",".","71","47","25",".",".",".",".","363","."
