"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11100","Amarillo, TX","366","321","44","1",".",".","112","54","41",".",".","327","5","34","."
"12420","Austin-Round Rock, TX","366","280","85","1",".",".","105","60","42",".","15","219",".","131","1"
"13140","Beaumont-Port Arthur, TX","366","263","90","12","1",".","160","71","43",".",".","214","40","112","."
"13700","Big Spring, TX","28","24","4",".",".",".","72","54","18.5",".",".",".","28",".","."
"14420","Borger, TX","59","48","3","8",".",".","149","107","4",".",".",".","59",".","."
"15180","Brownsville-Harlingen, TX","366","277","87","2",".",".","110","63","39.5",".",".","166",".","200","."
"17780","College Station-Bryan, TX","73","73",".",".",".",".","20","4","1",".",".",".","73",".","."
"18580","Corpus Christi, TX","366","307","59",".",".",".","93","57","37",".",".","259",".","107","."
"18620","Corsicana, TX","366","303","63",".",".",".","83","55","39",".",".","231","13","122","."
"19100","Dallas-Fort Worth-Arlington, TX","366","217","131","17","1",".","174","80","48",".","11","241",".","114","."
"20580","Eagle Pass, TX","322","278","44",".",".",".","82","53","27",".",".",".",".","322","."
"21340","El Paso, TX","366","198","162","6",".",".","147","74","49",".","23","190",".","152","1"
"26420","Houston-The Woodlands-Sugar Land, TX","366","164","179","22","1",".","159","92","52",".","18","190",".","154","4"
"28660","Killeen-Temple, TX","365","331","34",".",".",".","100","50","38",".",".","365",".",".","."
"28780","Kingsville, TX","153","128","25",".",".",".","92","53","28",".",".",".",".","153","."
"29700","Laredo, TX","366","285","81",".",".",".","96","60","37",".",".","109",".","256","1"
"30980","Longview, TX","366","333","33",".",".",".","100","50","37",".","1","359","6",".","."
"31180","Lubbock, TX","119","118","1",".",".",".","54","33","21",".",".",".",".","119","."
"32220","Marshall, TX","366","328","38",".",".",".","76","51","37",".",".","228","1","136","1"
"32580","McAllen-Edinburg-Mission, TX","366","289","76","1",".",".","114","61","36",".",".","179",".","184","3"
"34420","Mount Pleasant, TX","24","24",".",".",".",".","14","6","0",".",".",".","24",".","."
"36220","Odessa, TX","365","336","28","1",".",".","102","49","27",".",".",".",".","365","."
"41700","San Antonio-New Braunfels, TX","366","268","92","5","1",".","160","64","43",".","5","222",".","139","."
"45500","Texarkana, TX-AR","273","221","52",".",".",".","76","54","36",".",".",".",".","273","."
"46340","Tyler, TX","366","344","21","1",".",".","101","48","37",".","5","361",".",".","."
"47020","Victoria, TX","348","328","20",".",".",".","90","47","33",".",".","348",".",".","."
"47380","Waco, TX","366","340","26",".",".",".","74","47","35","1","3","322",".","40","."
