"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"17380","Cleveland, MS","340","239","101",".",".",".","93","60","43",".",".","100",".","240","."
"18060","Columbus, MS","113","85","28",".",".",".","71","57","36",".",".",".",".","113","."
"24980","Grenada, MS","107","89","18",".",".",".","72","55","37",".",".",".",".","107","."
"25060","Gulfport-Biloxi-Pascagoula, MS","342","217","119","6",".",".","150","67","45",".","17","119","8","198","."
"25620","Hattiesburg, MS","118","80","38",".",".",".","89","61","44.5",".",".",".",".","118","."
"27140","Jackson, MS","345","223","121","1",".",".","119","61","44",".",".","66",".","279","."
"29860","Laurel, MS","123","80","43",".",".",".","92","62","46",".",".",".",".","123","."
"32820","Memphis, TN-MS-AR","365","173","183","9",".",".","143","74","52",".","4","108",".","253","."
"32940","Meridian, MS","345","235","110",".",".",".","80","59","42",".",".","63",".","282","."
"35020","Natchez, MS-LA","283","235","48",".",".",".","93","57","39",".",".","201",".","82","."
"46180","Tupelo, MS","345","247","98",".",".",".","87","61","42",".",".","98",".","247","."
