"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10420","Akron, OH","365","292","70","3",".",".","146","60","35","10",".","148","113","94","."
"11780","Ashtabula, OH","365","329","34","2",".",".","108","50","30",".",".","211","154",".","."
"11900","Athens, OH","57","49","8",".",".",".","65","53","33",".",".",".",".","57","."
"15940","Canton-Massillon, OH","365","245","117","3",".",".","112","67","45","1",".","103",".","261","."
"17140","Cincinnati, OH-KY-IN","365","85","263","17",".",".","129","85","60",".",".","55","40","266","4"
"17460","Cleveland-Elyria, OH","365","138","212","14","1",".","151","85","56","8","8","75","57","208","9"
"18140","Columbus, OH","365","225","134","6",".",".","136","67","46",".","3","149",".","213","."
"19380","Dayton, OH","365","177","179","8","1",".","159","73","51",".",".","122",".","243","."
"26580","Huntington-Ashland, WV-KY-OH","365","237","125","3",".",".","119","64","45",".","5","104","5","245","6"
"30620","Lima, OH","362","300","60","2",".",".","112","58","35.5",".",".","179","3","180","."
"31930","Marietta, OH","213","192","20","1",".",".","112","50","41",".",".","213",".",".","."
"34540","Mount Vernon, OH","214","182","30","2",".",".","108","58","39.5",".",".","214",".",".","."
"39020","Portsmouth, OH","365","342","23",".",".",".","75","48","19",".",".",".","19","118","228"
"41400","Salem, OH","351","350","1",".",".",".","57","21","6",".",".",".","292",".","59"
"44220","Springfield, OH","365","235","124","6",".",".","112","67","46",".",".","141","4","220","."
"45780","Toledo, OH","365","251","113","1",".",".","108","62","43",".",".","118","6","241","."
"47920","Washington Court House, OH","332","304","26","2",".",".","108","49","34.5",".",".","332",".",".","."
"48260","Weirton-Steubenville, WV-OH","365","192","167","6",".",".","147","75","48",".",".","102","46","215","2"
"48540","Wheeling, WV-OH","365","203","160","2",".",".","112","67","48",".",".","71","19","275","."
"48940","Wilmington, OH","213","184","28","1",".",".","122","54","41",".",".","213",".",".","."
"49660","Youngstown-Warren-Boardman, OH-PA","365","195","166","4",".",".","147","71","49",".",".","111","4","250","."
