"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10420","Akron, OH","365","256","108","1",".",".","105","64","42",".",".","165",".","200","."
"11780","Ashtabula, OH","365","329","33","3",".",".","129","50","31",".",".","243","122",".","."
"11900","Athens, OH","94","88","6",".",".",".","57","46","27",".",".",".",".","94","."
"15940","Canton-Massillon, OH","365","237","125","3",".",".","108","69","45",".",".","160",".","205","."
"17140","Cincinnati, OH-KY-IN","365","163","189","11","2",".","159","77","52",".","6","136","5","214","4"
"17460","Cleveland-Elyria, OH","365","202","148","15",".",".","138","80","48",".","4","171","8","172","10"
"18140","Columbus, OH","365","254","108","3",".",".","122","66","44",".","19","193",".","152","1"
"19380","Dayton, OH","365","218","142","5",".",".","140","67","46",".",".","171",".","194","."
"26580","Huntington-Ashland, WV-KY-OH","365","291","72","2",".",".","119","58","40",".","1","158","2","204","."
"30620","Lima, OH","365","304","56","5",".",".","119","59","39",".",".","214","9","142","."
"31930","Marietta, OH","245","216","26","3",".",".","105","54","39",".",".","245",".",".","."
"34540","Mount Vernon, OH","245","208","36","1",".",".","115","64","40",".",".","245",".",".","."
"38580","Point Pleasant, WV-OH","365","347","16","2",".",".","124","37","7",".",".",".","365",".","."
"39020","Portsmouth, OH","365","353","12",".",".",".","82","35","14",".",".",".","57","109","199"
"41400","Salem, OH","303","302","1",".",".",".","52","12","1",".",".",".","240",".","63"
"44220","Springfield, OH","365","240","121","4",".",".","140","67","44",".",".","158","3","204","."
"45780","Toledo, OH","365","272","83","9","1",".","151","64","41",".",".","194","22","149","."
"47920","Washington Court House, OH","364","337","27",".",".",".","80","49","35",".",".","364",".",".","."
"48260","Weirton-Steubenville, WV-OH","365","207","153","5",".",".","110","68","48",".",".","86","31","242","6"
"48540","Wheeling, WV-OH","365","271","93","1",".",".","105","64","41","1","41","187",".","135","1"
"48940","Wilmington, OH","245","202","42","1",".",".","112","64","41",".",".","245",".",".","."
"49660","Youngstown-Warren-Boardman, OH-PA","365","245","115","5",".",".","115","67","44",".",".","207",".","158","."
