"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"12540","Bakersfield, CA","365","30","151","114","66","4","205","160","101",".","1","190",".","168","6"
"13860","Bishop, CA","365","170","146","38","8","3","623","112","51",".",".","294",".","4","67"
"17020","Chico, CA","365","193","132","38","2",".","174","101","49",".",".","270",".","94","1"
"17340","Clearlake, CA","356","347","9",".",".",".","77","44","32",".",".","351",".","5","."
"18860","Crescent City, CA","115","115",".",".",".",".","49","27","12",".",".",".",".","95","20"
"20940","El Centro, CA","365","138","172","46","9",".","190","112","58","3","59","244",".","36","23"
"21700","Eureka-Arcata-Fortuna, CA","339","319","20",".",".",".","97","42","29","12","8","272",".","42","5"
"23420","Fresno, CA","365","22","194","106","43",".","190","153","87",".",".","137",".","228","."
"25260","Hanford-Corcoran, CA","365","69","191","83","22",".","196","136","77",".","1","161",".","189","14"
"31080","Los Angeles-Long Beach-Anaheim, CA","365","42","195","91","30","7","381","151","81",".","56","170",".","134","5"
"31460","Madera, CA","363","279","72","12",".",".","143","77","40",".","44","319",".",".","."
"32900","Merced, CA","364","223","99","37","5",".","177","105","45.5",".","37","284",".","42","1"
"33700","Modesto, CA","365","146","167","37","15",".","178","115","56",".","1","148",".","215","1"
"34900","Napa, CA","365","213","146","6",".",".","120","77","46",".","2","75",".","287","1"
"37100","Oxnard-Thousand Oaks-Ventura, CA","365","181","141","37","6",".","190","105","51",".","12","309",".","42","2"
"39780","Red Bluff, CA","359","262","68","28","1",".","154","97","39",".",".","352",".",".","7"
"39820","Redding, CA","365","262","81","22",".",".","133","90","44",".",".","353",".","12","."
"40140","Riverside-San Bernardino-Ontario, CA","365","42","120","105","81","17","1108","179","108",".","29","238",".","71","27"
"40900","Sacramento--Roseville--Arden-Arcade, CA","365","78","190","79","17","1","218","136","71",".","24","213",".","127","1"
"41500","Salinas, CA","365","350","15",".",".",".","100","45","35",".","15","323",".","16","11"
"41740","San Diego-Carlsbad, CA","365","87","217","51","9","1","257","115","67","2","39","217",".","99","8"
"41860","San Francisco-Oakland-Hayward, CA","365","230","120","14","1",".","164","78","45",".","25","158","5","177","."
"41940","San Jose-Sunnyvale-Santa Clara, CA","365","182","156","26","1",".","152","90","51",".","8","227",".","130","."
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","365","169","153","41","2",".","156","105","54",".","6","311","27","12","9"
"42100","Santa Cruz-Watsonville, CA","365","352","13",".",".",".","97","44","34",".","1","344",".","13","7"
"42200","Santa Maria-Santa Barbara, CA","365","224","120","19","2",".","183","84","48",".","2","341",".","20","2"
"42220","Santa Rosa, CA","365","332","33",".",".",".","93","48","35","1","42","295",".","27","."
"43760","Sonora, CA","364","246","79","37","2",".","169","101","42",".",".","364",".",".","."
"44700","Stockton-Lodi, CA","365","201","137","26","1",".","154","93","48",".","39","154",".","170","2"
"46020","Truckee-Grass Valley, CA","365","133","171","52","9",".","177","119","57",".",".","238",".","127","."
"46380","Ukiah, CA","365","358","7",".",".",".","90","42","31",".","35","313",".","8","9"
"46700","Vallejo-Fairfield, CA","365","216","131","18",".",".","126","81","45",".","5","151","2","207","."
"47300","Visalia-Porterville, CA","365","59","126","120","60",".","192","156","100",".","2","198",".","164","1"
"49700","Yuba City, CA","365","205","127","32","1",".","151","98","48",".","21","213",".","130","1"
