"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10420","Akron, OH","365","193","168","4",".",".","105","75","49",".",".","87","29","249","."
"11780","Ashtabula, OH","365","324","36","5",".",".","150","51","30",".",".","210","155",".","."
"11900","Athens, OH","365","289","74","2",".",".","119","62","36","25","23","185","98","34","."
"15340","Bucyrus, OH","355","321","33","1",".",".","101","50","34",".",".","355",".",".","."
"15940","Canton-Massillon, OH","365","196","167","2",".",".","126","74","49","27",".","86",".","252","."
"17140","Cincinnati, OH-KY-IN","365","130","218","17",".",".","146","84","55",".","2","105","24","233","1"
"17460","Cleveland-Elyria, OH","365","132","164","63","6",".","176","112","60","5","20","79","170","82","9"
"18140","Columbus, OH","365","260","100","5",".",".","129","71","41","63",".","179","39","82","2"
"19380","Dayton, OH","365","226","130","9",".",".","129","74","45","42",".","172",".","151","."
"22300","Findlay, OH","54","54",".",".",".",".","39","29","19",".",".",".",".",".","54"
"26580","Huntington-Ashland, WV-KY-OH","365","207","152","6",".",".","114","74","47",".","10","125","38","192","."
"30620","Lima, OH","362","318","40","4",".",".","105","54","27",".",".","203","132",".","27"
"31930","Marietta, OH","214","172","42",".",".",".","100","61","40.5",".",".","214",".",".","."
"34540","Mount Vernon, OH","212","184","28",".",".",".","100","54","39",".",".","212",".",".","."
"35420","New Philadelphia-Dover, OH","364","344","19","1",".",".","103","41","14",".",".",".","364",".","."
"39020","Portsmouth, OH","365","315","49","1",".",".","101","54","25",".",".",".","81","108","176"
"41400","Salem, OH","364","298","51","15",".",".","143","72","16",".",".",".","316",".","48"
"44220","Springfield, OH","365","275","82","8",".",".","119","67","38",".",".","174","102","89","."
"45780","Toledo, OH","365","243","115","6","1",".","154","74","44",".",".","180",".","103","82"
"47920","Washington Court House, OH","356","310","46",".",".",".","100","54","35",".",".","356",".",".","."
"48260","Weirton-Steubenville, WV-OH","365","103","173","83","6",".","200","111","70",".",".","40","289","36","."
"48540","Wheeling, WV-OH","365","155","203","7",".",".","115","77","53",".",".","83","58","224","."
"48940","Wilmington, OH","210","155","52","3",".",".","108","75.5","44",".",".","210",".",".","."
"49660","Youngstown-Warren-Boardman, OH-PA","365","192","166","7",".",".","119","74","49",".",".","136","33","196","."
