"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11540","Appleton, WI","245","155","74","16",".",".","143","87","42",".",".","169",".","76","."
"12660","Baraboo, WI","365","267","87","11",".",".","147","75","41",".",".","305",".","60","."
"13180","Beaver Dam, WI","365","210","132","21","2",".","158","89","46",".",".","211",".","153","1"
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","40","231","68","24","2","208","130","77",".","45","77","77","157","9"
"20260","Duluth, MN-WI","365","260","99","6",".",".","133","69","41",".",".","183",".","180","2"
"20740","Eau Claire, WI","41","41",".",".",".",".","47","27","12",".",".",".",".",".","41"
"22540","Fond du Lac, WI","186","124","45","16","1",".","156","100","44",".",".","186",".",".","."
"24580","Green Bay, WI","355","229","97","24","5",".","192","95","39",".",".","150","137","68","."
"27020","Iron Mountain, MI-WI","195","156","36","3",".",".","133","74","38",".",".","174",".","21","."
"27500","Janesville-Beloit, WI","185","119","52","14",".",".","150","97","44",".",".","185",".",".","."
"29100","La Crosse-Onalaska, WI-MN","7","2","5",".",".",".","94","94","64",".",".",".",".","7","."
"31540","Madison, WI","259","145","96","18",".",".","150","93","46",".",".","170",".","89","."
"31820","Manitowoc, WI","239","152","62","16","7","2","205","103","42",".","2","161",".","76","."
"33340","Milwaukee-Waukesha-West Allis, WI","365","212","112","28","11","2","205","104","45","3","63","171","9","95","24"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","365","150","188","20","7",".","161","93","56",".","3","116","22","222","2"
"38420","Platteville, WI","122","71","47","4",".",".","114","78","40",".",".",".",".","122","."
"39540","Racine, WI","185","131","34","13","7",".","182","105","42",".",".","185",".",".","."
"43100","Sheboygan, WI","202","140","34","17","9","2","205","126","42",".",".","185",".",".","17"
"48020","Watertown-Fort Atkinson, WI","185","116","52","16","1",".","159","100","45",".",".","185",".",".","."
"48140","Wausau, WI","186","143","37","5","1",".","156","80","43",".",".","186",".",".","."
"48580","Whitewater-Elkhorn, WI","186","114","50","20","2",".","161","105","45.5",".",".","186",".",".","."
