"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11620","Ardmore, OK","333","153","143","34","3",".","177","105","52",".",".","208",".","125","."
"22900","Fort Smith, AR-OK","361","250","103","8",".",".","119","71","43",".","42","233",".","67","19"
"30020","Lawton, OK","365","193","150","21","1",".","154","90","50",".",".","238",".","127","."
"32540","McAlester, OK","365","174","167","22","2",".","155","90","51",".",".","211",".","154","."
"33060","Miami, OK","365","229","120","16",".",".","143","80","45",".",".","155",".","209","1"
"34780","Muskogee, OK","365","284","76","5",".",".","123","62","31",".",".",".","38","5","322"
"36420","Oklahoma City, OK","365","134","187","42","2",".","156","108","58",".","21","210",".","132","2"
"38620","Ponca City, OK","344","237","84","23",".",".","143","84","43",".",".","255","65","24","."
"45140","Tahlequah, OK","292","206","69","17",".",".","143","84","43",".",".","292",".",".","."
"46140","Tulsa, OK","365","99","220","39","7",".","179","112","63",".",".","162","41","158","4"
