"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13220","Beckley, WV","25","25",".",".",".",".","42","40","24",".",".",".",".","25","."
"16620","Charleston, WV","359","299","58","1","1",".","162","59","34",".",".","165","21","86","87"
"17220","Clarksburg, WV","116","92","24",".",".",".","84","55","34.5",".",".",".",".","116","."
"21900","Fairmont, WV","119","87","32",".",".",".","89","57","37",".",".",".",".","119","."
"25180","Hagerstown-Martinsburg, MD-WV","349","218","130","1",".",".","101","70","46",".",".","130",".","219","."
"26580","Huntington-Ashland, WV-KY-OH","365","238","123","4",".",".","112","70","45",".","1","122","3","238","1"
"34060","Morgantown, WV","361","307","52","2",".",".","133","58","32",".",".","188","107","66","."
"37620","Parkersburg-Vienna, WV","364","301","59","4",".",".","129","61","35",".",".","188","109","67","."
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","365","154","197","13","1",".","156","84","53",".","18","160",".","187","."
"48260","Weirton-Steubenville, WV-OH","365","153","203","9",".",".","117","77","53",".",".","88","33","242","2"
"48540","Wheeling, WV-OH","365","238","125","2",".",".","112","65","44",".","6","122","14","223","."
"49020","Winchester, VA-WV","342","271","71",".",".",".","84","61","39",".",".","146",".","196","."
