"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"15980","Cape Coral-Fort Myers, FL","365","306","59",".",".",".","87","54","39",".",".","212",".","153","."
"18880","Crestview-Fort Walton Beach-Destin, FL","362","335","26","1",".",".","129","50","36",".",".","362",".",".","."
"19660","Deltona-Daytona Beach-Ormond Beach, FL","365","313","52",".",".",".","80","52","39",".",".","209",".","155","1"
"23540","Gainesville, FL","365","331","34",".",".",".","98","50","37",".",".","233",".","132","."
"26140","Homosassa Springs, FL","124","117","7",".",".",".","71","45","29.5",".",".",".",".","124","."
"27260","Jacksonville, FL","365","232","127","6",".",".","136","63","45",".",".","155","29","175","6"
"29380","Lake City, FL","365","272","93",".",".",".","93","58","43",".",".","139",".","226","."
"29460","Lakeland-Winter Haven, FL","365","293","71","1",".",".","105","58","40",".",".","211",".","150","4"
"33100","Miami-Fort Lauderdale-West Palm Beach, FL","365","231","130","4",".",".","119","69","45",".","2","132","15","214","2"
"34940","Naples-Immokalee-Marco Island, FL","365","317","48",".",".",".","90","52","34",".",".","102",".","263","."
"35840","North Port-Sarasota-Bradenton, FL","365","176","182","7",".",".","119","67","51",".",".","74",".","291","."
"36100","Ocala, FL","365","297","68",".",".",".","90","55","40",".",".","193",".","172","."
"36740","Orlando-Kissimmee-Sanford, FL","365","264","98","3",".",".","119","64","44",".",".","186",".","178","1"
"37260","Palatka, FL","365","360","5",".",".",".","77","30","17",".",".",".","53",".","312"
"37340","Palm Bay-Melbourne-Titusville, FL","365","300","65",".",".",".","100","55","40",".",".","231","2","132","."
"37460","Panama City, FL","365","295","69","1",".",".","143","57","40",".",".","208",".","157","."
"37860","Pensacola-Ferry Pass-Brent, FL","365","231","126","8",".",".","150","71","45",".",".","146","31","188","."
"38940","Port St. Lucie, FL","365","312","53",".",".",".","84","53","38",".",".","180",".","185","."
"42680","Sebastian-Vero Beach, FL","308","288","20",".",".",".","87","49","37",".",".","308",".",".","."
"42700","Sebring, FL","354","341","13",".",".",".","84","46","33",".",".","354",".",".","."
"45220","Tallahassee, FL","365","215","147","2","1",".","157","66","46",".",".","89",".","276","."
"45300","Tampa-St. Petersburg-Clearwater, FL","365","186","161","18",".",".","128","80","50",".","1","144","39","181","."
