"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11940","Athens, TN","349","309","34","4","2",".","200","56","22",".","211",".","102",".","36"
"15140","Brownsville, TN","229","180","49",".",".",".","93","67","43",".",".","229",".",".","."
"16860","Chattanooga, TN-GA","366","122","227","16","1",".","182","86","56",".",".","100",".","266","."
"17300","Clarksville, TN-KY","366","240","122","4",".",".","115","79","44",".","1","289","5","71","."
"17420","Cleveland, TN","358","305","40","11","2",".","165","61","25",".","90",".","250",".","18"
"18260","Cookeville, TN","60","60",".",".",".",".","44","36","30",".",".","58","2",".","."
"27180","Jackson, TN","50","50",".",".",".",".","38","21.5","14",".",".",".",".",".","50"
"28700","Kingsport-Bristol-Bristol, TN-VA","366","138","151","73","4",".","175","112","60",".","28","113","200","25","."
"28940","Knoxville, TN","366","102","169","80","15",".","175","129","77",".",".","181","163","15","7"
"29980","Lawrenceburg, TN","57","32","25",".",".",".","96","64","47",".",".",".",".","57","."
"32820","Memphis, TN-MS-AR","366","142","200","21","3",".","190","91","55",".","9","115","1","241","."
"34100","Morristown, TN","243","144","85","13","1",".","164","93","48",".",".","243",".",".","."
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","366","160","182","22","2",".","161","93","54",".","11","138",".","217","."
"42940","Sevierville, TN","365","201","135","27","2",".","151","93","49",".",".","365",".",".","."
