"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"12260","Augusta-Richmond County, GA-SC","365","132","206","25","2",".","164","93","59",".","1","174",".","190","."
"16700","Charleston-North Charleston, SC","365","195","164","5","1",".","159","75","49",".",".","154","11","200","."
"16740","Charlotte-Concord-Gastonia, NC-SC","365","102","178","64","19","2","223","136","67",".","8","183","18","156","."
"17900","Columbia, SC","365","115","215","32","2","1","217","100","58",".","1","159","39","150","16"
"22500","Florence, SC","283","165","111","7",".",".","119","74","48",".",".","207",".","76","."
"23500","Gaffney, SC","362","309","52","1",".",".","112","58","39",".",".","362",".",".","."
"23860","Georgetown, SC","365","339","26",".",".",".","97","44","25",".",".",".","26","38","301"
"24860","Greenville-Anderson-Mauldin, SC","365","109","234","20","2",".","169","90","60",".","10","122","2","231","."
"24940","Greenwood, SC","286","124","138","22","2",".","161","97","55.5",".",".","222",".","64","."
"25940","Hilton Head Island-Bluffton-Beaufort, SC","95","68","26","1",".",".","115","63","38",".",".",".",".","95","."
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","96","60","34","2",".",".","129","69","41",".",".",".",".","96","."
"42860","Seneca, SC","365","242","116","6","1",".","161","77","44",".",".","315","5","45","."
"43900","Spartanburg, SC","356","144","186","24","2",".","154","93","58",".",".","165",".","190","1"
"47500","Walterboro, SC","363","282","76","5",".",".","119","71","41",".",".","363",".",".","."
