"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11940","Athens, TN","356","316","40",".",".",".","67","51","29",".",".",".",".","356","."
"16860","Chattanooga, TN-GA","365","252","112","1",".",".","101","62","44",".",".","155",".","210","."
"17300","Clarksville, TN-KY","365","289","76",".",".",".","90","58","40",".",".","222",".","143","."
"18260","Cookeville, TN","352","319","33",".",".",".","64","49","27",".",".",".",".","352","."
"20540","Dyersburg, TN","356","325","31",".",".",".","80","49","28.5",".",".",".",".","356","."
"27180","Jackson, TN","351","321","30",".",".",".","78","49","26",".",".",".",".","351","."
"28700","Kingsport-Bristol-Bristol, TN-VA","365","239","112","14",".",".","114","74","44",".",".","156","121","88","."
"28940","Knoxville, TN","365","242","121","2",".",".","133","67","45",".",".","222",".","143","."
"29980","Lawrenceburg, TN","352","328","24",".",".",".","66","47","27",".",".",".",".","352","."
"32820","Memphis, TN-MS-AR","365","242","112","10","1",".","159","71","44",".","4","176",".","185","."
"34100","Morristown, TN","244","202","42",".",".",".","100","61","42",".",".","244",".",".","."
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","365","247","111","6","1",".","151","67","43",".","12","142",".","211","."
"42940","Sevierville, TN","364","306","54","4",".",".","115","64","43",".",".","364",".",".","."
