"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10140","Aberdeen, WA","365","318","47",".",".",".","83","53","28",".",".",".",".","365","."
"13380","Bellingham, WA","365","327","38",".",".",".","76","52","28",".",".","52",".","313","."
"14740","Bremerton-Silverdale, WA","356","293","59","4",".",".","126","59","25",".",".",".",".","356","."
"16500","Centralia, WA","120","119","1",".",".",".","90","21","5",".",".",".",".","120","."
"21260","Ellensburg, WA","363","303","60",".",".",".","84","55","25",".",".",".",".","363","."
"28420","Kennewick-Richland, WA","365","323","41",".","1",".","168","52","26",".",".",".",".","315","50"
"30300","Lewiston, ID-WA","365","304","61",".",".",".","96","56","31",".",".",".",".","365","."
"31020","Longview, WA","348","323","25",".",".",".","70","44","20",".",".",".",".","348","."
"34180","Moses Lake, WA","362","346","16",".",".",".","59","40","24",".",".",".",".","362","."
"34580","Mount Vernon-Anacortes, WA","364","356","8",".",".",".","55","38","25",".","3","96",".","265","."
"36500","Olympia-Tumwater, WA","364","302","60","2",".",".","121","61","31",".",".","143",".","221","."
"36830","Othello, WA","365","360","5",".",".",".","58","34","21",".",".",".",".","365","."
"38820","Port Angeles, WA","364","304","60",".",".",".","87","54","39",".",".","208",".","156","."
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","228","120","16","1",".","151","84","45",".","3","154",".","208","."
"39420","Pullman, WA","365","354","11",".",".",".","68","38","23",".",".",".",".","365","."
"42660","Seattle-Tacoma-Bellevue, WA","365","130","211","23","1",".","161","86","54",".",".","66","1","298","."
"43220","Shelton, WA","360","317","43",".",".",".","89","53","22",".",".",".",".","360","."
"44060","Spokane-Spokane Valley, WA","365","228","137",".",".",".","90","66","45","1",".","120",".","224","20"
"47460","Walla Walla, WA","365","312","53",".",".",".","79","54","29",".",".",".",".","268","97"
"48300","Wenatchee, WA","365","270","95",".",".",".","92","63","27",".",".",".",".","365","."
"49420","Yakima, WA","365","267","88","9","1",".","152","74","31",".",".",".",".","362","3"
