"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"22380","Flagstaff, AZ","364","262","99","3",".",".","115","71","46",".",".","359",".","5","."
"29420","Lake Havasu City-Kingman, AZ","358","343","14","1",".",".","127","36","18",".",".",".",".","47","311"
"35700","Nogales, AZ","344","253","86","3","2",".","159","64","35.5",".",".",".",".","126","218"
"37740","Payson, AZ","365","64","191","90","19","1","276","131","77",".",".","85","239","1","40"
"38060","Phoenix-Mesa-Scottsdale, AZ","365","30","230","77","20","8","902","138","80",".","10","122",".","71","162"
"39140","Prescott, AZ","288","226","61","1",".",".","101","64","44",".",".","245",".","41","2"
"43320","Show Low, AZ","365","246","119",".",".",".","100","74","46",".",".","351",".",".","14"
"43420","Sierra Vista-Douglas, AZ","365","219","139","7",".",".","149","77","48",".",".","281",".","12","72"
"46060","Tucson, AZ","365","208","149","5",".","3","312","80","49",".","1","262",".","28","74"
"49740","Yuma, AZ","365","243","112","9",".","1","536","77","44",".",".","178",".","32","155"
