"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13980","Blacksburg-Christiansburg-Radford, VA","348","253","89","6",".",".","119","77","43",".",".","348",".",".","."
"16820","Charlottesville, VA","261","170","87","4",".",".","129","74","45",".",".","186",".","75","."
"25500","Harrisonburg, VA","362","262","98","2",".",".","129","67","41",".","111","182","2","67","."
"28700","Kingsport-Bristol-Bristol, TN-VA","365","155","138","62","10",".","200","115","57",".","34","122","170","39","."
"31340","Lynchburg, VA","117","83","34",".",".",".","84","59","36",".",".",".",".","117","."
"40060","Richmond, VA","365","187","153","21","4",".","182","93","50",".","63","171","20","111","."
"40220","Roanoke, VA","365","221","138","6",".",".","119","74","46",".","13","127","1","224","."
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","365","205","143","14","3",".","179","84","49",".","16","168","31","150","."
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","365","151","164","37","13",".","187","115","55",".","29","188","1","145","2"
"49020","Winchester, VA-WV","261","176","81","3","1",".","159","68","44",".",".","181",".","80","."
