"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"22380","Flagstaff, AZ","365","260","101","4",".",".","108","71","44",".",".","359",".","6","."
"29420","Lake Havasu City-Kingman, AZ","364","354","10",".",".",".","58","32","17",".",".",".",".","47","317"
"35700","Nogales, AZ","365","294","68","3",".",".","135","60","30",".",".",".",".","275","90"
"37740","Payson, AZ","365","83","155","98","29",".","200","135","84",".",".","90","248","2","25"
"38060","Phoenix-Mesa-Scottsdale, AZ","365","51","244","57","3","10","881","112","71",".","8","150",".","76","131"
"39140","Prescott, AZ","300","235","65",".",".",".","100","64","41",".",".","275",".","25","."
"43320","Show Low, AZ","365","317","48",".",".",".","100","54","39",".",".","320",".","10","35"
"43420","Sierra Vista-Douglas, AZ","365","282","83",".",".",".","90","64","44",".",".","327",".","13","25"
"46060","Tucson, AZ","365","247","117","1",".",".","101","71","45",".",".","274",".","19","72"
"49740","Yuma, AZ","365","260","91","13",".","1","266","77","43",".",".","201",".","24","140"
