"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13980","Blacksburg-Christiansburg-Radford, VA","323","235","82","6",".",".","129","71","43",".",".","323",".",".","."
"16820","Charlottesville, VA","234","172","57","5",".",".","140","67","44",".",".","181",".","53","."
"25500","Harrisonburg, VA","365","284","80","1",".",".","101","61","36",".","102","181","4","78","."
"28700","Kingsport-Bristol-Bristol, TN-VA","366","138","151","73","4",".","175","112","60",".","28","113","200","25","."
"31340","Lynchburg, VA","118","85","33",".",".",".","81","62","38",".",".",".",".","118","."
"40060","Richmond, VA","366","198","134","28","5","1","205","100","47.5",".","35","146","47","138","."
"40220","Roanoke, VA","366","198","162","6",".",".","141","74","49",".","11","109",".","242","4"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","366","200","138","21","7",".","174","90","47.5",".","23","146","37","160","."
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","366","157","171","30","8",".","197","101","53","4","54","153","7","148","."
"49020","Winchester, VA-WV","265","184","75","6",".",".","136","71","43",".",".","172",".","90","3"
