"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14260","Boise City, ID","365","248","114","2","1",".","165","67","44",".","2","156",".","194","13"
"17660","Coeur d'Alene, ID","355","318","37",".",".",".","86","51","23",".",".",".",".","355","."
"25200","Hailey, ID","314","313","1",".",".",".","51","25","15",".",".",".",".","314","."
"26820","Idaho Falls, ID","365","337","28",".",".",".","71","50","42",".",".","305",".","60","."
"27220","Jackson, WY-ID","365","326","39",".",".",".","87","51","43",".",".","359",".","5","1"
"30300","Lewiston, ID-WA","365","291","73","1",".",".","125","62","29",".",".",".",".","365","."
"30860","Logan, UT-ID","365","272","79","14",".",".","147","67","44",".","1","285",".","79","."
"34140","Moscow, ID","350","350",".",".",".",".","48","25.5","10",".",".",".",".","350","."
"38540","Pocatello, ID","365","344","21",".",".",".","96","46","27",".",".",".","152","144","69"
"41760","Sandpoint, ID","365","316","48","1",".",".","115","55","21",".",".",".",".","286","79"
"46300","Twin Falls, ID","365","361","4",".",".",".","71","35","20",".",".",".",".","365","."
