"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11700","Asheville, NC","364","228","132","4",".",".","122","71","47",".",".","175",".","189","."
"14380","Boone, NC","117","94","23",".",".",".","71","56","31",".",".",".",".","117","."
"15500","Burlington, NC","365","242","121","2",".",".","108","62","43",".",".",".",".","365","."
"16740","Charlotte-Concord-Gastonia, NC-SC","365","153","167","37","8",".","169","105","54",".","4","203",".","158","."
"19000","Cullowhee, NC","265","156","105","4",".",".","126","74","48",".",".","198",".","67","."
"20500","Durham-Chapel Hill, NC","365","243","115","7",".",".","143","77","44",".",".","160","2","203","."
"22180","Fayetteville, NC","365","207","148","10",".",".","143","80","48",".",".","155",".","210","."
"24140","Goldsboro, NC","346","237","107","1","1",".","154","60","39",".",".",".",".","346","."
"24660","Greensboro-High Point, NC","365","217","137","11",".",".","140","84","47",".",".","175","4","186","."
"24780","Greenville, NC","259","174","78","7",".",".","136","87","44",".",".","199",".","60","."
"25860","Hickory-Lenoir-Morganton, NC","365","206","156","3",".",".","105","67","48",".",".","126",".","239","."
"28820","Kinston, NC","259","185","69","4","1",".","159","74","44",".",".","189",".","70","."
"31300","Lumberton, NC","121","85","36",".",".",".","100","61","39",".",".",".",".","121","."
"32000","Marion, NC","357","239","118",".",".",".","83","62","40",".",".",".",".","357","."
"33980","Morehead City, NC","272","239","33",".",".",".","87","51","39",".",".","272",".",".","."
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","259","225","34",".",".",".","90","58","41",".",".","259",".",".","."
"37080","Oxford, NC","212","130","78","3","1",".","156","90","48.5",".",".","212",".",".","."
"39580","Raleigh, NC","365","202","139","22","2",".","156","87","47",".",".","203",".","162","."
"40580","Rocky Mount, NC","298","200","91","7",".",".","122","77","43",".",".","116",".","182","."
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","365","228","121","16",".",".","144","77","45",".","19","140","36","170","."
"47820","Washington, NC","352","352",".",".",".",".","46","16","3",".",".",".","352",".","."
"48900","Wilmington, NC","362","277","82","3",".",".","120","62","38",".",".","128","22","212","."
"49180","Winston-Salem, NC","365","179","170","16",".",".","147","81","51",".","2","142",".","221","."
