"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14010","Bloomington, IL","365","280","78","7",".",".","119","68","35",".",".","334",".","31","."
"16060","Carbondale-Marion, IL","60","59","1",".",".",".","53","28.5","19",".",".",".",".",".","60"
"16580","Champaign-Urbana, IL","365","265","97","3",".",".","129","70","39",".",".","302",".","63","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","24","299","38","4",".","164","102","71",".","77","46","100","136","6"
"19340","Davenport-Moline-Rock Island, IA-IL","365","148","211","6",".",".","115","77","54",".","4","82","2","164","113"
"19500","Decatur, IL","364","267","91","6",".",".","129","67","39",".",".","268","51","45","."
"20820","Effingham, IL","216","182","32","2",".",".","112","58","39",".",".","216",".",".","."
"22800","Fort Madison-Keokuk, IA-IL-MO","116","116",".",".",".",".","50","34","20",".",".",".",".",".","116"
"34500","Mount Vernon, IL","251","178","73",".",".",".","100","71","43",".",".","211",".","40","."
"36860","Ottawa-Peru, IL","365","259","69","29","8",".","200","101","28",".",".",".","89","92","184"
"37140","Paducah, KY-IL","365","222","133","10",".",".","147","77","44",".","53","176","54","82","."
"37900","Peoria, IL","365","209","129","18","9",".","200","90","46","10",".","167","130","57","1"
"39500","Quincy, IL-MO","362","291","67","4",".",".","119","67","37",".",".","307","19","36","."
"40420","Rockford, IL","365","326","39",".",".",".","95","53","32","19",".","308",".","38","."
"41180","St. Louis, MO-IL","365","18","182","125","40",".","200","154","96",".","28","61","156","72","48"
"44100","Springfield, IL","365","284","74","7",".",".","120","67","37","3",".","274","53","35","."
