"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10300","Adrian, MI","234","164","69","1",".",".","122","65","44",".",".","160",".","74","."
"11460","Ann Arbor, MI","363","292","71",".",".",".","100","61","35",".",".","305",".","58","."
"13020","Bay City, MI","116","90","26",".",".",".","94","57","27",".",".",".",".","116","."
"15620","Cadillac, MI","356","323","31","2",".",".","122","50","33",".",".","319",".","37","."
"19820","Detroit-Warren-Dearborn, MI","365","190","157","17","1",".","174","84","48",".","18","112","39","192","4"
"22420","Flint, MI","241","184","55","2",".",".","108","64","42",".",".","171",".","70","."
"24340","Grand Rapids-Wyoming, MI","365","278","83","4",".",".","140","70","40","5",".","227","1","132","."
"26090","Holland, MI","243","174","64","4","1",".","166","75","43",".",".","177",".","66","."
"26340","Houghton, MI","104","101","3",".",".",".","59","35","10",".",".",".",".","104","."
"27020","Iron Mountain, MI-WI","173","167","6",".",".",".","80","47","36",".",".","173",".",".","."
"28020","Kalamazoo-Portage, MI","243","168","70","5",".",".","126","74","44",".",".","170",".","73","."
"29620","Lansing-East Lansing, MI","243","183","59","1",".",".","105","64","42",".",".","172",".","71","."
"31220","Ludington, MI","183","161","20","2",".",".","133","58","38",".",".","183",".",".","."
"33780","Monroe, MI","120","75","44","1",".",".","103","66","38.5",".",".",".",".","120","."
"34740","Muskegon, MI","297","226","66","4","1",".","156","67","40",".",".","169",".","128","."
"35660","Niles-Benton Harbor, MI","240","168","69","3",".",".","136","71","43",".",".","172",".","68","."
"42300","Sault Ste. Marie, MI","81","34","45","2",".",".","143","90","56",".",".",".",".","81","."
"43780","South Bend-Mishawaka, IN-MI","365","192","166","7",".",".","129","77","48",".","36","98",".","231","."
"45900","Traverse City, MI","183","161","19","3",".",".","140","58","39",".",".","183",".",".","."
