"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11540","Appleton, WI","261","221","36","4",".",".","108","57","38",".",".","185",".","76","."
"12660","Baraboo, WI","270","234","35","1",".",".","111","54.5","38",".",".","205",".","65","."
"13180","Beaver Dam, WI","351","253","95","3",".",".","125","66","42",".",".","210",".","141","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","38","284","41","2",".","159","105","71",".","16","76","38","230","5"
"20260","Duluth, MN-WI","365","295","68","2",".",".","101","61","38",".","2","267",".","90","6"
"20740","Eau Claire, WI","44","34","10",".",".",".","93","71","29",".",".",".",".","42","2"
"22540","Fond du Lac, WI","207","190","16","1",".",".","101","49","39",".",".","207",".",".","."
"24580","Green Bay, WI","365","236","114","14","1",".","159","78","42",".",".","136","52","177","."
"27020","Iron Mountain, MI-WI","177","163","14",".",".",".","93","50","34",".",".","177",".",".","."
"27500","Janesville-Beloit, WI","214","183","30","1",".",".","101","61","41",".",".","214",".",".","."
"29100","La Crosse-Onalaska, WI-MN","310","246","63","1",".",".","110","59","38.5",".",".","177",".","133","."
"31540","Madison, WI","354","187","163","4",".",".","125","74","48",".",".","82",".","271","1"
"31820","Manitowoc, WI","241","194","40","5","2",".","174","71","36",".","2","189",".","50","."
"33340","Milwaukee-Waukesha-West Allis, WI","365","253","98","13","1",".","166","75","44",".","32","215",".","118","."
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","365","183","170","12",".",".","128","83","50",".","5","104","2","249","5"
"38420","Platteville, WI","120","85","34","1",".",".","124","66","37",".",".",".",".","120","."
"39540","Racine, WI","192","144","42","6",".",".","147","84","42",".",".","192",".",".","."
"43100","Sheboygan, WI","189","146","31","9","3",".","166","87","41",".",".","189",".",".","."
"48020","Watertown-Fort Atkinson, WI","194","168","25","1",".",".","108","58","41",".",".","194",".",".","."
"48140","Wausau, WI","208","195","13",".",".",".","80","49","37.5",".",".","208",".",".","."
"48580","Whitewater-Elkhorn, WI","196","165","31",".",".",".","100","64","41",".",".","196",".",".","."
