"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11700","Asheville, NC","364","204","150","10",".",".","122","77","47.5",".",".","153",".","211","."
"14380","Boone, NC","119","93","26",".",".",".","71","55","35",".",".",".",".","119","."
"15500","Burlington, NC","363","231","132",".",".",".","91","62","43",".",".",".",".","363","."
"16740","Charlotte-Concord-Gastonia, NC-SC","365","141","186","34","4",".","177","101","56",".","3","187",".","175","."
"19000","Cullowhee, NC","256","146","107","3",".",".","136","77","49",".",".","190",".","66","."
"20500","Durham-Chapel Hill, NC","364","217","130","17",".",".","129","80","46",".",".","156",".","208","."
"22180","Fayetteville, NC","362","208","146","7","1",".","151","77","48",".",".","160",".","202","."
"24140","Goldsboro, NC","356","243","113",".",".",".","92","59","43",".",".",".",".","356","."
"24660","Greensboro-High Point, NC","364","198","147","17","2",".","156","87","48",".",".","148",".","215","1"
"24780","Greenville, NC","257","175","79","3",".",".","136","74","44",".",".","188",".","69","."
"25860","Hickory-Lenoir-Morganton, NC","364","186","171","7",".",".","140","74","50",".",".","126",".","238","."
"28820","Kinston, NC","260","184","74","2",".",".","140","71","44",".",".","190",".","70","."
"31300","Lumberton, NC","121","84","37",".",".",".","83","58","41",".",".",".",".","121","."
"32000","Marion, NC","362","255","107",".",".",".","77","60","40",".",".",".",".","362","."
"33980","Morehead City, NC","318","279","38","1",".",".","101","54","37",".",".","318",".",".","."
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","239","204","34","1",".",".","101","58","41",".",".","239",".",".","."
"37080","Oxford, NC","214","122","86","6",".",".","136","80","48",".",".","214",".",".","."
"39580","Raleigh, NC","365","180","174","11",".",".","143","84","51",".",".","183",".","182","."
"40580","Rocky Mount, NC","263","165","94","4",".",".","136","77","46",".",".","193",".","70","."
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","365","205","143","14","3",".","179","84","49",".","16","168","31","150","."
"47820","Washington, NC","352","350","2",".",".",".","79","11","1",".",".",".","352",".","."
"48900","Wilmington, NC","365","234","117","14",".",".","144","79","44",".",".","111","123","131","."
"49180","Winston-Salem, NC","365","156","184","22","3",".","169","93","53",".","7","126","1","231","."
