"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14020","Bloomington, IN","334","190","135","8","1",".","159","74","46",".",".","110",".","224","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","66","267","23","9",".","177","99","64",".","18","67","46","224","10"
"17140","Cincinnati, OH-KY-IN","365","111","197","49","8",".","179","112","59",".",".","123","60","182","."
"21140","Elkhart-Goshen, IN","353","180","167","6",".",".","147","74","50",".",".","74",".","279","."
"21780","Evansville, IN-KY","365","167","182","15","1",".","159","87","53","25","1","143","30","166","."
"23060","Fort Wayne, IN","364","177","179","8",".",".","122","75","51",".",".","106",".","258","."
"26540","Huntington, IN","183","151","30","2",".",".","115","64","43",".",".","183",".",".","."
"26900","Indianapolis-Carmel-Anderson, IN","365","62","261","41","1",".","159","101","63",".",".","60","37","268","."
"27540","Jasper, IN","360","246","95","18","1",".","156","79.5","27",".",".",".","259","101","."
"29020","Kokomo, IN","110","64","46",".",".",".","83","66.5","44",".",".",".",".","110","."
"29200","Lafayette-West Lafayette, IN","357","182","173","2",".",".","122","73","50",".",".","68",".","289","."
"31140","Louisville/Jefferson County, KY-IN","365","87","229","41","8",".","187","112","61",".",".","102","45","218","."
"33140","Michigan City-La Porte, IN","362","288","59","13","2",".","174","66","31",".",".","174","128","60","."
"34620","Muncie, IN","242","172","67","3",".",".","112","67","44",".",".","164",".","78","."
"35220","New Castle, IN","120","77","43",".",".",".","92","66","40",".",".",".",".","120","."
"39980","Richmond, IN","361","327","30","4",".",".","109","49","4",".",".",".","361",".","."
"42980","Seymour, IN","183","154","29",".",".",".","100","58","42",".",".","183",".",".","."
"43780","South Bend-Mishawaka, IN-MI","363","189","161","12","1",".","161","76","49",".","12","85",".","266","."
"45460","Terre Haute, IN","365","145","195","23","2",".","160","91","55",".",".","53","57","255","."
"47180","Vincennes, IN","353","253","94","4","2",".","154","67","43",".",".","292",".","61","."
"47340","Wabash, IN","336","278","51","7",".",".","129","67","37",".",".","336",".",".","."
"47780","Washington, IN","338","292","38","8",".",".","125","61","10",".",".",".","338",".","."
