"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11940","Athens, TN","100","81","19",".",".",".","65","56.5","35",".",".",".",".","100","."
"16860","Chattanooga, TN-GA","363","227","135","1",".",".","101","63","45",".",".","130",".","233","."
"17300","Clarksville, TN-KY","365","262","102","1",".",".","115","61","43",".",".","192","7","166","."
"18260","Cookeville, TN","113","96","17",".",".",".","66","53","33",".",".",".",".","113","."
"20540","Dyersburg, TN","99","75","24",".",".",".","66","58","36",".",".",".",".","99","."
"27180","Jackson, TN","114","88","26",".",".",".","68","55","33",".",".",".",".","114","."
"28700","Kingsport-Bristol-Bristol, TN-VA","365","271","87","7",".",".","136","65","42","2","91","162","52","58","."
"28940","Knoxville, TN","365","121","242","2",".",".","121","70","55",".",".","96",".","264","5"
"29980","Lawrenceburg, TN","110","90","20",".",".",".","64","55","33",".",".",".",".","110","."
"32820","Memphis, TN-MS-AR","365","224","136","5",".",".","122","72","45",".","1","169",".","195","."
"34100","Morristown, TN","242","197","43","2",".",".","101","61","43",".",".","242",".",".","."
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN","365","226","138","1",".",".","101","64","47",".","1","141",".","223","."
"42940","Sevierville, TN","364","299","65",".",".",".","100","58","44",".",".","364",".",".","."
