"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10140","Aberdeen, WA","365","361","4",".",".",".","72","28","16",".",".",".",".","365","."
"13380","Bellingham, WA","355","339","16",".",".",".","72","42","27",".",".","109",".","246","."
"14740","Bremerton-Silverdale, WA","352","309","43",".",".",".","89","54","18",".",".",".",".","352","."
"16500","Centralia, WA","365","356","9",".",".",".","60","35","19",".",".",".",".","365","."
"21260","Ellensburg, WA","365","298","67",".",".",".","99","60","20",".",".",".",".","365","."
"28420","Kennewick-Richland, WA","365","336","29",".",".",".","76","46","22",".",".",".",".","355","10"
"30300","Lewiston, ID-WA","365","322","43",".",".",".","87","52","25",".",".",".",".","365","."
"31020","Longview, WA","364","356","8",".",".",".","64","35","16",".",".",".",".","364","."
"34180","Moses Lake, WA","361","343","18",".",".",".","80","42","20",".",".",".",".","361","."
"34580","Mount Vernon-Anacortes, WA","365","351","6","3","3","2","205","40","29",".","12","227",".","126","."
"36500","Olympia-Tumwater, WA","355","340","15",".",".",".","80","42","25",".",".","142",".","213","."
"36830","Othello, WA","336","326","10",".",".",".","76","32","18",".",".",".",".","336","."
"38820","Port Angeles, WA","365","351","14",".",".",".","67","44","36",".",".","290",".","75","."
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","294","68","2","1",".","172","60","35",".","4","185",".","176","."
"39420","Pullman, WA","365","353","12",".",".",".","63","35","18",".",".",".",".","365","."
"42660","Seattle-Tacoma-Bellevue, WA","365","266","96","3",".",".","122","64","41",".",".","162","1","202","."
"43220","Shelton, WA","365","343","22",".",".",".","73","45","21",".",".",".",".","365","."
"44060","Spokane-Spokane Valley, WA","365","231","133","1",".",".","103","68","43",".",".","132",".","220","13"
"47460","Walla Walla, WA","365","322","43",".",".",".","79","52","24",".",".",".",".","299","66"
"48300","Wenatchee, WA","365","284","79","2",".",".","121","63","22",".",".",".",".","365","."
"49420","Yakima, WA","365","285","76","4",".",".","140","69","25",".",".",".",".","364","1"
