"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13980","Blacksburg-Christiansburg-Radford, VA","359","261","85","13",".",".","150","84","43",".",".","359",".",".","."
"14140","Bluefield, WV-VA","86","43","43",".",".",".","96","82","50.5",".",".",".",".","86","."
"16820","Charlottesville, VA","59","59",".",".",".",".","36","32","19",".",".",".",".",".","59"
"25500","Harrisonburg, VA","365","364","1",".",".",".","51","39","27",".","348",".","5",".","12"
"28700","Kingsport-Bristol-Bristol, TN-VA","365","115","150","93","7",".","171","122","67","1","22","109","183","50","."
"31340","Lynchburg, VA","121","65","54","2",".",".","107","81","48",".",".",".",".","121","."
"40060","Richmond, VA","365","119","192","46","8",".","200","115","58",".","24","117","72","152","."
"40220","Roanoke, VA","365","222","127","16",".",".","129","84","43","3","84","156","22","96","4"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","365","162","183","19","1",".","151","87","53",".",".","137","39","189","."
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","365","104","198","45","18",".","187","126","61",".","35","127","32","166","5"
"49020","Winchester, VA-WV","238","159","64","15",".",".","136","87","44",".",".","209",".",".","29"
