"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13980","Blacksburg-Christiansburg-Radford, VA","356","332","24",".",".",".","84","49","38",".",".","356",".",".","."
"16820","Charlottesville, VA","364","312","52",".",".",".","74","54","35.5",".",".","149",".","215","."
"25500","Harrisonburg, VA","365","334","31",".",".",".","77","50","34",".","114","184",".","67","."
"28700","Kingsport-Bristol-Bristol, TN-VA","365","271","87","7",".",".","136","65","42","2","91","162","52","58","."
"31340","Lynchburg, VA","118","105","13",".",".",".","71","51","27.5",".",".",".",".","118","."
"40060","Richmond, VA","365","284","80","1",".",".","150","61","41",".","21","200","5","139","."
"40220","Roanoke, VA","364","312","52",".",".",".","80","54","38",".","26","148",".","188","2"
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","365","284","78","3",".",".","115","58","40",".","21","146","34","164","."
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","365","179","174","12",".",".","122","77","51",".","29","159",".","177","."
"49020","Winchester, VA-WV","365","282","82","1",".",".","115","58","39",".",".","135",".","230","."
