"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10420","Akron, OH","365","221","137","7",".",".","150","72","44","7",".","163","46","149","."
"11780","Ashtabula, OH","365","307","50","7","1",".","154","74","30",".",".","211","154",".","."
"11900","Athens, OH","347","280","63","4",".",".","115","63","33",".","94","168","50","35","."
"15940","Canton-Massillon, OH","365","169","184","10","2",".","154","79","52",".",".","108",".","257","."
"17140","Cincinnati, OH-KY-IN","365","111","197","49","8",".","179","112","59",".",".","123","60","182","."
"17460","Cleveland-Elyria, OH","365","66","215","80","4",".","161","114","70","2","1","56","108","189","9"
"18140","Columbus, OH","365","186","158","17","4",".","156","80","50",".",".","125",".","240","."
"19380","Dayton, OH","365","166","178","20","1",".","172","87","52",".",".","160","1","204","."
"22300","Findlay, OH","15","15",".",".",".",".","43","39","21",".",".",".",".",".","15"
"26580","Huntington-Ashland, WV-KY-OH","365","177","173","14","1",".","151","86","51",".","3","74","11","275","2"
"30620","Lima, OH","364","283","72","9",".",".","119","73","36",".",".","190","6","167","1"
"31930","Marietta, OH","211","158","49","4",".",".","143","74","42",".",".","211",".",".","."
"34540","Mount Vernon, OH","214","166","41","7",".",".","147","67","42",".",".","214",".",".","."
"35420","New Philadelphia-Dover, OH","365","354","11",".",".",".","91","31","13",".",".",".","365",".","."
"39020","Portsmouth, OH","365","324","40","1",".",".","105","52","25",".",".",".","72","112","181"
"41400","Salem, OH","364","363","1",".",".",".","51","24","8",".",".",".","307",".","57"
"44220","Springfield, OH","365","199","151","15",".",".","140","80","48",".",".","142","1","222","."
"45780","Toledo, OH","365","225","129","11",".",".","147","77","44",".",".","106",".","249","10"
"47920","Washington Court House, OH","340","280","51","9",".",".","140","67","37",".",".","340",".",".","."
"48260","Weirton-Steubenville, WV-OH","365","135","196","29","5",".","200","100","58",".",".","73","125","167","."
"48540","Wheeling, WV-OH","365","175","178","12",".",".","126","83","51",".",".","104","57","204","."
"48940","Wilmington, OH","214","131","61","19","3",".","161","101","47",".",".","214",".",".","."
"49660","Youngstown-Warren-Boardman, OH-PA","365","178","176","11",".",".","150","78","51",".",".","119","10","235","1"
