"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11100","Amarillo, TX","365","248","103","14",".",".","130","79","44",".",".","291","55","19","."
"12420","Austin-Round Rock, TX","365","262","99","4",".",".","130","64","43",".","14","182",".","169","."
"13140","Beaumont-Port Arthur, TX","365","230","123","12",".",".","133","80","45",".",".","153","60","152","."
"13700","Big Spring, TX","340","267","64","9",".",".","119","67","14",".",".",".","340",".","."
"14420","Borger, TX","348","220","47","58","23",".","193","139","19.5",".",".",".","348",".","."
"15180","Brownsville-Harlingen, TX","365","306","59",".",".",".","87","57","38",".",".","212",".","153","."
"17780","College Station-Bryan, TX","365","365",".",".",".",".","23","7","0",".",".",".","365",".","."
"18580","Corpus Christi, TX","357","279","78",".",".",".","97","58","39",".",".","183",".","174","."
"18620","Corsicana, TX","365","260","99","5","1",".","160","70","42",".",".","198","53","114","."
"19100","Dallas-Fort Worth-Arlington, TX","365","192","149","24",".",".","147","87","50",".","10","208",".","147","."
"20580","Eagle Pass, TX","354","314","40",".",".",".","79","51","29",".",".",".",".","354","."
"21340","El Paso, TX","365","170","172","21","2",".","159","90","51",".","24","209",".","130","2"
"26420","Houston-The Woodlands-Sugar Land, TX","365","184","156","22","3",".","177","90","50",".","16","173",".","175","1"
"28660","Killeen-Temple, TX","365","303","57","5",".",".","133","64","40",".",".","365",".",".","."
"28780","Kingsville, TX","344","290","54",".",".",".","98","56","33",".",".",".",".","344","."
"29700","Laredo, TX","177","135","42",".",".",".","87","63","41","1",".","63",".","112","1"
"30980","Longview, TX","364","335","28","1",".",".","102","49","36",".","6","346","12",".","."
"31180","Lubbock, TX","340","327","13",".",".",".","92","42","25",".",".",".",".","340","."
"32220","Marshall, TX","363","299","64",".",".",".","100","55","39",".",".","182","8","173","."
"32580","McAllen-Edinburg-Mission, TX","365","281","84",".",".",".","95","61","38",".",".","138",".","227","."
"34420","Mount Pleasant, TX","365","363","1","1",".",".","117","14","1",".",".",".","365",".","."
"36220","Odessa, TX","350","337","13",".",".",".","94","42","26",".",".",".",".","350","."
"41700","San Antonio-New Braunfels, TX","363","263","94","4","2",".","188","67","43","1","6","199","2","155","."
"45500","Texarkana, TX-AR","360","297","63",".",".",".","72","53","37",".",".",".",".","360","."
"46340","Tyler, TX","364","336","28",".",".",".","90","49","36.5",".","8","356",".",".","."
"47020","Victoria, TX","356","332","24",".",".",".","93","47","33",".",".","356",".",".","."
"47380","Waco, TX","193","172","20","1",".",".","112","51","38","1","2","169",".","21","."
