"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10140","Aberdeen, WA","365","348","17",".",".",".","61","40","22",".",".",".",".","365","."
"13380","Bellingham, WA","365","328","37",".",".",".","80","51","28",".",".","92",".","273","."
"16500","Centralia, WA","190","186","4",".",".",".","61","42.5","29.5",".",".","103",".","87","."
"21260","Ellensburg, WA","355","301","54",".",".",".","91","56","29",".",".",".",".","355","."
"28420","Kennewick-Richland, WA","365","302","60","1","1","1","486","56","31",".",".",".",".","313","52"
"30300","Lewiston, ID-WA","336","320","16",".",".",".","67","39","20",".",".",".",".","305","31"
"31020","Longview, WA","310","275","35",".",".",".","100","54","18",".",".",".",".","300","10"
"34180","Moses Lake, WA","365","335","30",".",".",".","68","46","24",".",".",".",".","365","."
"34580","Mount Vernon-Anacortes, WA","365","360","4","1",".",".","103","39","28",".","29","293","12","31","."
"36500","Olympia-Tumwater, WA","365","278","85","2",".",".","130","65","34",".",".","95",".","270","."
"36830","Othello, WA","365","352","13",".",".",".","63","38","22",".",".",".",".","365","."
"38820","Port Angeles, WA","365","275","89","1",".",".","111","63","33",".",".","94",".","271","."
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","223","127","12","3",".","156","80","42","1","1","107",".","255","1"
"39420","Pullman, WA","365","353","12",".",".",".","60","36","21",".",".",".",".","365","."
"42660","Seattle-Tacoma-Bellevue, WA","365","165","175","24","1",".","154","91","53",".","7","67","1","290","."
"43220","Shelton, WA","365","306","59",".",".",".","86","56","27",".",".",".",".","365","."
"44060","Spokane-Spokane Valley, WA","365","187","168","10",".",".","107","81","50","1",".","121",".","231","12"
"47460","Walla Walla, WA","365","297","66","2",".",".","125","62","29",".",".",".",".","230","135"
"48300","Wenatchee, WA","349","258","89","2",".",".","115","64","30",".",".",".",".","349","."
"49420","Yakima, WA","365","281","70","13","1",".","151","76","25","1",".",".",".","339","25"
