"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11700","Asheville, NC","366","236","126","4",".",".","150","74","46",".",".","185",".","181","."
"14380","Boone, NC","120","111","9",".",".",".","66","46.5","32",".",".",".",".","120","."
"15500","Burlington, NC","361","294","67",".",".",".","88","55","37",".",".",".",".","361","."
"16740","Charlotte-Concord-Gastonia, NC-SC","366","193","147","22","3","1","206","93","49",".",".","203",".","163","."
"19000","Cullowhee, NC","253","175","74","4",".",".","143","74","45",".",".","188",".","65","."
"20500","Durham-Chapel Hill, NC","365","280","77","7","1",".","151","67","40",".",".","160",".","205","."
"22180","Fayetteville, NC","366","275","87","4",".",".","147","63","42",".",".","162","3","201","."
"24140","Goldsboro, NC","341","277","64",".",".",".","80","57","37",".",".",".",".","341","."
"24660","Greensboro-High Point, NC","364","254","100","9","1",".","154","68","43",".",".","180",".","184","."
"24780","Greenville, NC","254","208","42","3","1",".","177","61","39",".",".","192",".","62","."
"25860","Hickory-Lenoir-Morganton, NC","365","248","115","2",".",".","129","61","45",".",".","155",".","210","."
"28820","Kinston, NC","276","233","42","1",".",".","143","54","38",".",".","215",".","61","."
"31300","Lumberton, NC","122","102","20",".",".",".","77","54","33.5",".",".",".",".","122","."
"32000","Marion, NC","355","299","56",".",".",".","73","53","37",".",".",".",".","355","."
"33980","Morehead City, NC","252","241","11",".",".",".","84","45","35",".",".","252",".",".","."
"37080","Oxford, NC","214","166","43","4","1",".","154","71","42",".",".","214",".",".","."
"39580","Raleigh, NC","366","240","117","8","1",".","177","67","45",".",".","183",".","183","."
"40580","Rocky Mount, NC","359","288","67","3","1",".","161","58","39",".",".","128",".","231","."
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","366","269","90","6","1",".","190","69","42",".","12","170","21","163","."
"47820","Washington, NC","352","352",".",".",".",".","40","16","2",".",".",".","352",".","."
"48900","Wilmington, NC","366","311","53","2",".",".","122","55","36",".",".","164","32","170","."
"49180","Winston-Salem, NC","366","191","163","10","2",".","174","77","49",".",".","150",".","216","."
