"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10740","Albuquerque, NM","365","108","231","24","2",".","169","95","61",".","2","181",".","29","153"
"16100","Carlsbad-Artesia, NM","365","285","77","3",".",".","112","61","42",".","4","330",".","31","."
"19700","Deming, NM","60","59","1",".",".",".","61","31.5","19",".",".",".",".",".","60"
"21580","Espa¤ola, NM","105","104","1",".",".",".","52","20","9",".",".",".",".","105","."
"22140","Farmington, NM","365","243","110","11","1",".","151","77","45",".","26","289","38","12","."
"26020","Hobbs, NM","365","281","76","8",".",".","143","67","43",".","23","292",".","50","."
"29740","Las Cruces, NM","365","140","195","29",".","1","874","97","55",".","5","204",".","37","119"
"31060","Los Alamos, NM","115","115",".",".",".",".","44","20","10",".",".",".",".","115","."
"40740","Roswell, NM","124","113","11",".",".",".","62","48","24.5",".",".",".",".","121","3"
"40760","Ruidoso, NM","112","112",".",".",".",".","47","28","11",".",".",".",".","112","."
"42140","Santa Fe, NM","365","363","2",".",".",".","52","28","15","31",".",".",".","329","5"
"43500","Silver City, NM","362","293","65","4",".",".","115","64","39.5",".",".","260","65","34","3"
"45340","Taos, NM","356","352","4",".",".",".","62","30","16",".",".",".",".","323","33"
