"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14020","Bloomington, IN","316","148","162","6",".",".","119","77","51",".",".","103",".","213","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","38","284","41","2",".","159","105","71",".","16","76","38","230","5"
"17140","Cincinnati, OH-KY-IN","365","45","270","46","4",".","172","111","71",".",".","116","21","228","."
"21140","Elkhart-Goshen, IN","268","180","86","2",".",".","110","73","44",".",".","157",".","111","."
"21780","Evansville, IN-KY","365","104","240","21",".",".","122","90","58","2","1","128","31","203","."
"23060","Fort Wayne, IN","365","129","227","9",".",".","121","82","56","10",".","38",".","317","."
"26540","Huntington, IN","182","159","23",".",".",".","90","54","41",".",".","182",".",".","."
"26900","Indianapolis-Carmel-Anderson, IN","365","86","247","31","1",".","152","100","64",".",".","84","54","226","1"
"27540","Jasper, IN","345","191","107","40","7",".","179","111","43",".",".",".","256","88","1"
"29020","Kokomo, IN","112","67","44","1",".",".","113","79","43",".",".",".",".","112","."
"29200","Lafayette-West Lafayette, IN","365","163","196","6",".",".","120","80","54",".",".","86",".","279","."
"31140","Louisville/Jefferson County, KY-IN","365","82","220","58","5",".","177","114","67",".",".","128","83","154","."
"33140","Michigan City-La Porte, IN","365","287","74","3","1",".","151","65","36",".",".","165","126","74","."
"34620","Muncie, IN","234","155","77","2",".",".","108","73","45",".",".","153",".","81","."
"35220","New Castle, IN","117","65","51","1",".",".","107","70","46",".",".",".",".","117","."
"39980","Richmond, IN","343","317","16","10",".",".","127","41","6",".",".",".","343",".","."
"42980","Seymour, IN","172","127","43","2",".",".","105","74","45",".",".","172",".",".","."
"43780","South Bend-Mishawaka, IN-MI","355","153","189","13",".",".","128","80","53",".","12","69",".","274","."
"45460","Terre Haute, IN","365","139","211","12","3",".","178","84","57",".",".","63","59","243","."
"47180","Vincennes, IN","362","266","92","4",".",".","112","71","42",".",".","303",".","59","."
"47340","Wabash, IN","357","316","39","2",".",".","105","54","38",".",".","357",".",".","."
"47780","Washington, IN","353","306","31","16",".",".","125","59","11",".",".",".","353",".","."
