"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"13980","Blacksburg-Christiansburg-Radford, VA","365","216","76","46","27",".","200","137","44",".",".","200","165",".","."
"16820","Charlottesville, VA","347","317","30",".",".",".","80","50","37",".",".","214",".","133","."
"25500","Harrisonburg, VA","365","339","26",".",".",".","87","49","36",".","90","230",".","45","."
"28700","Kingsport-Bristol-Bristol, TN-VA","365","207","140","17","1",".","200","84","48",".",".","139","167","59","."
"31340","Lynchburg, VA","114","110","4",".",".",".","60","44","26",".",".",".",".","114","."
"40060","Richmond, VA","365","285","79",".","1",".","154","58","42",".","7","225",".","133","."
"40220","Roanoke, VA","365","318","46","1",".",".","116","52","38",".","8","188","16","153","."
"47260","Virginia Beach-Norfolk-Newport News, VA-NC","365","317","48",".",".",".","97","53","39",".","39","219",".","107","."
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","365","147","210","8",".",".","133","74","53",".","21","161",".","183","."
"49020","Winchester, VA-WV","345","304","41",".",".",".","80","52","38",".",".","182",".","162","1"
