"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14260","Boise City, ID","365","182","155","23","3","2","243","95","51","1","8","192",".","159","5"
"17660","Coeur d'Alene, ID","355","300","44","6","1","4","269","59","23",".",".",".",".","355","."
"25200","Hailey, ID","220","203","12","4","1",".","162","42.5","11",".",".",".",".","220","."
"26820","Idaho Falls, ID","365","307","53","5",".",".","149","58","42",".",".","269",".","96","."
"27220","Jackson, WY-ID","365","299","65","1",".",".","118","59","44",".",".","341",".","24","."
"30300","Lewiston, ID-WA","365","270","76","10","6","3","261","71","31",".",".",".",".","365","."
"30860","Logan, UT-ID","365","245","103","12","5",".","167","74","45",".",".","231",".","131","3"
"34140","Moscow, ID","350","321","18","5","4","2","246","43.5","13",".",".",".",".","350","."
"38540","Pocatello, ID","365","271","87","3","4",".","200","66","34",".",".",".","86","254","25"
"41760","Sandpoint, ID","362","287","63","7",".","5","252","64","28",".",".",".",".","343","19"
"46300","Twin Falls, ID","338","267","64","6","1",".","153","64","32",".",".",".",".","338","."
