"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10900","Allentown-Bethlehem-Easton, PA-NJ","365","166","168","29","2",".","172","100","53",".","5","108","30","221","1"
"11020","Altoona, PA","365","288","68","9",".",".","147","71","37",".",".","206","90","36","33"
"16540","Chambersburg-Waynesboro, PA","210","150","58","2",".",".","122","75.5","44.5",".",".","210",".",".","."
"20180","DuBois, PA","206","135","56","15",".",".","136","93","45",".",".","206",".",".","."
"20700","East Stroudsburg, PA","260","175","74","11",".",".","136","82","43",".",".","180",".","80","."
"21500","Erie, PA","365","222","134","9",".",".","143","73","42","1","25","127","22","189","1"
"23900","Gettysburg, PA","365","191","162","10","2",".","166","84","49",".",".","197",".","168","."
"25420","Harrisburg-Carlisle, PA","365","147","204","13","1",".","154","89","56",".","2","77","1","285","."
"26860","Indiana, PA","365","260","85","19","1",".","159","84","38",".",".","196","169",".","."
"27780","Johnstown, PA","365","166","188","11",".",".","150","78","52",".","8","66","24","267","."
"29540","Lancaster, PA","365","196","141","26","2",".","174","93","48",".","16","150",".","195","4"
"35260","New Castle, PA","365","306","54","4","1",".","156","58","34","12",".","174","39",".","140"
"35620","New York-Newark-Jersey City, NY-NJ-PA","365","115","189","49","11","1","208","115","58",".","37","144","2","180","2"
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","365","112","205","36","12",".","190","108","59",".","10","144","6","200","5"
"38300","Pittsburgh, PA","365","89","193","65","18",".","200","126","69",".",".","52","67","245","1"
"39740","Reading, PA","365","222","117","23","3",".","154","87","45",".","12","166","6","181","."
"41260","St. Marys, PA","358","305","51","2",".",".","115","61","37",".",".","358",".",".","."
"42540","Scranton--Wilkes-Barre--Hazleton, PA","365","248","108","9",".",".","140","72","41",".","30","140","2","188","5"
"43740","Somerset, PA","364","300","58","6",".",".","126","64","37",".",".","364",".",".","."
"44300","State College, PA","365","231","126","8",".",".","133","75","45",".",".","233","2","130","."
"47620","Warren, PA","335","281","36","18",".",".","127","72","7",".",".",".","335",".","."
"48700","Williamsport, PA","229","176","47","6",".",".","119","71","40",".",".","207",".",".","22"
"49620","York-Hanover, PA","365","185","160","18","2",".","156","90","50",".","24","134","3","203","1"
"49660","Youngstown-Warren-Boardman, OH-PA","365","158","190","16","1",".","159","84","53",".",".","169","14","182","."
